Player Name,Club Name,SCA,SCA Types,GCA,GCA Types,,Player,Nation,Pos,Age,90s,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA90
Enzo Barrenechea,Frosinone,0,MF,0,33.1,46,1.47,43,1,1,1,0,Matches,0.06,1,1,0,0,0
Simone Romagnoli,Frosinone,0,DF,0,32.2,8,0.27,7,1,0,0,0,Matches,0.03,1,0,0,0,0
Stefano Turati,Frosinone,0,GK,0,31.5,1,0.03,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Marco Brescianini,Frosinone,3,MF,0,28.4,50,1.94,41,0,4,2,0,Matches,0.16,4,0,0,0,0
Luca Mazzitelli,Frosinone,2,MF,1,27.2,47,1.91,30,8,6,1,0,Matches,0.12,1,0,0,1,0
Walid Cheddira,Frosinone,8,FW,1,25.7,38,1.61,24,0,1,5,0,Matches,0.25,4,0,0,1,0
Pol Lirola,Frosinone,0,DF,0,19.8,32,1.88,28,2,1,0,1,Matches,0.06,1,0,0,0,0
Ilario Monterisi,Frosinone,1,DF,1,19.7,14,0.86,11,1,0,0,1,Matches,0.31,2,1,0,0,1
Francesco Gelli,Frosinone,4,"MF,DF",1,19.0,48,2.77,27,14,1,1,1,Matches,0.17,0,2,0,0,0
Anthony Oyono,Frosinone,0,DF,0,15.6,22,1.65,16,5,1,0,0,Matches,0.23,1,2,0,0,0
Riccardo Marchizza,Frosinone,1,DF,0,14.4,14,1.10,11,1,0,0,1,Matches,0.31,3,0,0,0,1
Nadir Zortea,Frosinone,0,DF,0,14.0,41,2.93,31,5,2,2,1,Matches,0.50,6,0,1,0,0
Emanuele Valeri,Frosinone,2,DF,1,13.1,37,2.83,28,4,0,1,2,Matches,0.15,1,0,0,0,0
Abdou Harroui,Frosinone,3,"MF,FW",0,13.1,39,3.44,27,0,4,5,0,Matches,0.35,3,0,0,1,0
Reinier,Frosinone,0,"MF,FW",0,12.2,34,2.89,31,3,0,0,0,Matches,0.42,5,0,0,0,0
Michele Cerofolini,Frosinone,0,GK,0,10.8,1,0.13,0,1,0,0,0,Matches,0.00,0,0,0,0,0
Kaio Jorge,Frosinone,1,FW,1,10.2,21,2.33,13,0,1,5,1,Matches,0.11,0,0,0,0,0
Luca Garritano,Frosinone,2,"MF,DF",0,7.6,15,2.78,10,3,0,0,0,Matches,0.56,2,1,0,0,0
Arijon Ibrahimović,Frosinone,0,"FW,DF",0,6.6,15,2.84,11,1,1,2,0,Matches,0.19,1,0,0,0,0
Jaime Báez,Frosinone,2,"FW,MF",1,6.4,16,2.88,7,6,1,0,0,Matches,0.36,1,0,0,0,0
Marvin Cuni,Frosinone,3,FW,1,6.2,17,2.88,11,0,1,1,1,Matches,0.17,0,0,0,0,0
Giuseppe Caso,Frosinone,3,"FW,MF",1,6.1,12,2.59,5,1,2,1,0,Matches,0.43,0,1,0,0,0
Mateus Lusuardi,Frosinone,0,DF,0,4.4,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Mehdi Bourabia,Frosinone,0,MF,0,3.8,4,1.79,3,0,0,1,0,Matches,0.00,0,0,0,0,0
Kevin Bonifazi,Frosinone,0,DF,0,3.6,3,0.87,3,0,0,0,0,Matches,0.00,0,0,0,0,0
Demba Seck,Frosinone,0,"FW,MF",0,3.3,12,3.64,11,0,0,1,0,Matches,0.30,1,0,0,0,0
Giorgi Kvernadze,Frosinone,0,"FW,DF",0,2.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Farés Ghedjemis,Frosinone,0,"FW,MF",0,2.0,4,1.98,3,0,1,0,0,Matches,0.49,0,0,1,0,0
Gennaro Borrelli,Frosinone,0,FW,0,1.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Karlo Lulić,Frosinone,0,MF,0,0.5,1,4.74,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Luigi Canotto,Frosinone,0,FW,0,0.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Przemysław Szymiński,Frosinone,0,MF,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Rubén Alcaraz,Cádiz,2,MF,0,34.8,75,2.15,52,10,1,7,3,Matches,0.14,3,0,0,2,0
Jeremías Ledesma,Cádiz,0,GK,0,33.9,7,0.21,3,4,0,0,0,Matches,0.06,1,1,0,0,0
Chris Ramos,Cádiz,7,"FW,MF",2,29.0,39,1.34,17,0,7,7,1,Matches,0.07,0,0,0,0,0
Isaac Carcelen,Cádiz,1,DF,0,29.0,43,1.48,32,7,1,2,0,Matches,0.00,0,0,0,0,0
Fali,Cádiz,0,DF,0,28.3,17,0.60,15,1,0,0,1,Matches,0.00,0,0,0,0,0
Javi Hernández ,Cádiz,1,DF,0,27.9,63,2.26,39,18,1,2,2,Matches,0.21,3,2,0,1,0
Roberto Navarro,Cádiz,8,"MF,FW",0,21.7,95,4.53,58,11,12,4,2,Matches,0.10,1,1,0,0,0
Víctor Chust,Cádiz,0,DF,0,21.7,16,0.77,15,0,0,1,0,Matches,0.05,1,0,0,0,0
Gonzalo Escalante,Cádiz,0,MF,0,18.9,21,1.11,18,0,0,1,2,Matches,0.11,2,0,0,0,0
Iván Alejo,Cádiz,8,MF,2,18.8,37,1.97,25,3,1,0,0,Matches,0.27,3,0,0,0,0
Rubén Sobrino,Cádiz,2,"MF,FW",0,18.4,39,2.13,31,0,3,3,0,Matches,0.05,1,0,0,0,0
Lucas,Cádiz,0,DF,0,18.1,41,2.40,31,8,0,1,1,Matches,0.06,0,0,0,0,1
Roger Martí,Cádiz,4,FW,0,15.1,31,2.05,20,0,0,5,2,Matches,0.26,3,0,0,1,0
Álex Fernández,Cádiz,0,MF,0,14.3,26,1.82,17,7,0,2,0,Matches,0.14,2,0,0,0,0
Maxi Gómez,Cádiz,4,FW,0,13.2,21,1.63,13,0,0,3,1,Matches,0.08,0,0,0,1,0
Juanmi,Cádiz,1,FW,0,9.7,20,2.06,16,0,2,1,0,Matches,0.10,1,0,0,0,0
Rominigue Kouamé,Cádiz,0,MF,0,9.1,14,1.54,12,0,0,2,0,Matches,0.00,0,0,0,0,0
Joseba Zaldúa,Cádiz,1,DF,0,8.8,11,1.41,9,1,0,0,0,Matches,0.13,1,0,0,0,0
Darwin Machís,Cádiz,1,MF,0,8.7,21,2.40,12,7,0,1,0,Matches,0.11,1,0,0,0,0
Jorge Meré,Cádiz,0,DF,0,8.5,2,0.27,2,0,0,0,0,Matches,0.13,1,0,0,0,0
Luis Hernández,Cádiz,0,DF,0,8.0,17,2.12,9,8,0,0,0,Matches,0.00,0,0,0,0,0
Sergi Guardiola,Cádiz,2,"FW,MF",0,6.5,15,2.73,10,0,0,3,0,Matches,0.18,1,0,0,0,0
Aiham Ousou,Cádiz,0,DF,0,4.8,2,0.42,2,0,0,0,0,Matches,0.00,0,0,0,0,0
David Gil,Cádiz,0,GK,0,4.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Brian Ocampo,Cádiz,0,"MF,FW",0,3.5,8,2.90,6,0,2,0,0,Matches,0.36,0,0,1,0,0
Mamadou Mbaye,Cádiz,0,DF,0,3.5,1,0.31,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Fede San Emeterio,Cádiz,0,MF,0,2.2,2,1.18,2,0,0,0,0,Matches,0.00,0,0,0,0,0
Álvaro Negredo,Cádiz,0,"FW,MF",0,1.6,3,5.00,2,0,0,1,0,Matches,0.00,0,0,0,0,0
Diadie Samassékou,Cádiz,0,MF,0,1.0,3,2.97,3,0,0,0,0,Matches,0.00,0,0,0,0,0
José Mari,Cádiz,0,"MF,FW",0,1.0,4,25.71,4,0,0,0,0,Matches,0.00,0,0,0,0,0
Victor Wehbi,Cádiz,,GK,,1.0,,,,,,,,Matches,,,,,,
Moussa Diakité,Cádiz,0,MF,0,0.5,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Karl Etta,Cádiz,0,FW,0,0.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Milutin Osmajić,Cádiz,0,MF,0,0.1,3,54.00,1,0,0,2,0,Matches,0.00,0,0,0,0,0
Borja Vázquez,Cádiz,0,FW,0,0.0,1,22.50,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Alexandre Oukidja,Metz,0,GK,0,34.2,4,0.12,4,0,0,0,0,Matches,0.00,0,0,0,0,0
Danley Jean-Jacques,Metz,1,MF,0,30.2,50,1.68,32,0,3,9,5,Matches,0.03,1,0,0,0,0
Matthieu Udol,Metz,5,DF,0,30.0,54,1.80,42,2,1,3,1,Matches,0.10,3,0,0,0,0
Ismaël Traoré,Metz,0,DF,0,25.7,8,0.32,7,0,0,1,0,Matches,0.08,2,0,0,0,0
Lamine Camara,Metz,2,MF,0,25.1,70,2.80,32,26,3,4,3,Matches,0.44,6,3,1,0,1
Maxime Colin,Metz,1,DF,1,21.4,24,1.18,16,4,1,1,1,Matches,0.05,0,0,0,0,0
Kévin Van Den Kerkhof,Metz,2,"FW,MF",0,21.3,38,1.79,23,9,1,1,2,Matches,0.24,5,0,0,0,0
Fali Candé,Metz,1,DF,1,20.5,17,0.83,10,1,2,2,1,Matches,0.15,1,0,0,1,0
Georges Mikautadze,Metz,6,FW,0,19.4,58,2.99,31,3,12,6,0,Matches,0.41,4,0,4,0,0
Christophe Hérelle,Metz,1,DF,0,19.0,15,0.83,13,0,1,0,0,Matches,0.11,2,0,0,0,0
Kévin N'Doram,Metz,2,MF,0,18.5,22,1.23,18,0,0,2,0,Matches,0.17,3,0,0,0,0
Cheikh Tidiane Sabaly,Metz,4,"FW,MF",0,15.8,39,2.55,28,0,4,2,1,Matches,0.26,3,0,0,1,0
Arthur Atta,Metz,0,"MF,FW",0,11.3,19,1.85,15,0,2,2,0,Matches,0.29,1,0,0,2,0
Koffi Kouao,Metz,1,DF,0,10.6,13,1.36,8,2,0,1,1,Matches,0.21,1,0,0,1,0
Sadibou Sané,Metz,1,DF,0,10.3,5,0.53,4,0,0,0,0,Matches,0.00,0,0,0,0,0
Ablie Jallow,Metz,2,"MF,FW",0,10.2,30,2.94,19,6,2,1,0,Matches,0.69,6,1,0,0,0
Papa Amadou Diallo,Metz,0,FW,0,10.1,20,2.02,18,0,0,1,1,Matches,0.10,1,0,0,0,0
Joel Asoro,Metz,5,"FW,MF",1,9.9,21,2.23,11,2,2,1,0,Matches,0.32,1,0,1,0,0
Simon Elisor,Metz,4,FW,0,8.5,19,2.24,13,0,1,1,0,Matches,0.12,1,0,0,0,0
Joseph Nduquidi,Metz,0,"MF,DF",0,8.3,3,0.36,3,0,0,0,0,Matches,0.00,0,0,0,0,0
Didier Lamkel Zé,Metz,0,"FW,MF",0,6.1,15,2.45,13,1,0,1,0,Matches,0.00,0,0,0,0,0
Benjamin Tetteh,Metz,1,"FW,MF",0,4.0,6,1.92,5,0,0,0,0,Matches,0.00,0,0,0,0,0
Oscar Estupiñan,Metz,0,FW,0,2.9,2,0.69,1,0,0,1,0,Matches,0.00,0,0,0,0,0
Malick Mbaye,Metz,0,"MF,FW",0,2.5,3,1.76,0,2,1,0,0,Matches,0.00,0,0,0,0,0
Abou Lô,Metz,0,"MF,DF",0,2.2,2,0.91,2,0,0,0,0,Matches,0.00,0,0,0,0,0
Habib Maïga,Metz,0,"MF,FW",0,1.6,1,0.61,0,0,0,1,0,Matches,0.00,0,0,0,0,0
Ibou Sané,Metz,0,"MF,FW",0,1.5,2,1.41,1,0,1,0,0,Matches,0.00,0,0,0,0,0
Youssef Maziz,Metz,1,"FW,MF",0,1.4,6,4.35,2,2,0,1,0,Matches,0.00,0,0,0,0,0
Jean Frederic N'Guessan,Metz,1,"MF,FW",0,1.3,4,3.24,1,0,1,0,1,Matches,0.00,0,0,0,0,0
Guillaume Dietsch,Metz,0,GK,0,0.8,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Yvon Mvogo,Lorient,0,GK,0,34.0,7,0.21,7,0,0,0,0,Matches,0.00,0,0,0,0,0
Laurent Abergel,Lorient,2,MF,0,32.8,81,2.55,67,3,2,1,6,Matches,0.16,3,0,1,0,1
Julien Ponceau,Lorient,4,MF,0,25.9,83,3.33,58,7,7,6,1,Matches,0.32,6,0,0,2,0
Montassar Talbi,Lorient,0,DF,0,24.5,16,0.65,15,0,0,1,0,Matches,0.00,0,0,0,0,0
Souleymane Touré,Lorient,0,DF,0,22.8,20,0.88,20,0,0,0,0,Matches,0.04,1,0,0,0,0
Julien Laporte,Lorient,0,DF,0,20.7,8,0.40,7,0,0,1,0,Matches,0.00,0,0,0,0,0
Théo Le Bris,Lorient,2,"DF,MF",1,17.8,28,1.66,20,1,1,4,0,Matches,0.24,1,0,0,2,0
Romain Faivre,Lorient,2,"MF,FW",0,16.1,43,2.66,28,7,3,3,0,Matches,0.37,4,0,0,2,0
Tiemoué Bakayoko,Lorient,0,MF,0,15.1,13,0.89,10,1,0,1,1,Matches,0.21,2,0,0,1,0
Formose Mendy,Lorient,0,DF,0,14.0,10,0.72,8,0,0,1,1,Matches,0.07,1,0,0,0,0
Nathaniel Adjei,Lorient,1,DF,0,13.8,11,0.80,8,0,0,0,2,Matches,0.00,0,0,0,0,0
Darlin Yongwa,Lorient,4,DF,0,12.9,27,2.09,16,2,4,1,0,Matches,0.16,2,0,0,0,0
Eli Junior Kroupi,Lorient,0,"FW,MF",0,12.9,20,1.66,13,3,3,1,0,Matches,0.25,2,0,1,0,0
Mohamed Bamba,Lorient,2,FW,0,12.6,32,2.53,24,0,3,2,1,Matches,0.24,3,0,0,0,0
Panos Katseris,Lorient,1,DF,0,11.6,20,1.73,15,0,1,2,1,Matches,0.26,2,0,0,1,0
Tosin Aiyegun,Lorient,1,"MF,FW",1,10.8,13,1.30,12,0,0,0,0,Matches,0.10,0,0,0,0,0
Gedeon Kalulu,Lorient,0,DF,0,10.8,17,1.58,15,0,0,1,1,Matches,0.28,2,0,0,1,0
Ayman Kari,Lorient,2,MF,0,10.1,33,3.32,29,0,1,1,0,Matches,0.30,3,0,0,0,0
Imran Louza,Lorient,1,MF,0,9.6,46,4.80,25,16,1,3,0,Matches,0.31,2,1,0,0,0
Benjamin Mendy,Lorient,0,DF,0,7.9,23,2.91,15,5,1,2,0,Matches,0.25,2,0,0,0,0
Jean-Victor Makengo,Lorient,0,"MF,FW",0,6.3,4,0.75,3,0,1,0,0,Matches,0.00,0,0,0,0,0
Bamba Dieng,Lorient,6,FW,0,6.3,19,3.11,9,0,1,3,0,Matches,0.65,2,0,0,2,0
Vincent Le Goff,Lorient,0,"DF,MF",0,6.0,13,2.17,11,2,0,0,0,Matches,0.17,1,0,0,0,0
Badredine Bouanani,Lorient,2,MF,0,4.9,24,4.89,16,5,1,0,0,Matches,0.41,2,0,0,0,0
Siriné Doucouré,Lorient,0,FW,0,4.7,13,2.78,11,0,1,1,0,Matches,0.86,4,0,0,0,0
Igor Carioca,Lorient,0,"DF,MF",0,2.9,7,2.40,6,1,0,0,0,Matches,0.34,1,0,0,0,0
Bonke Innocent,Lorient,0,MF,0,2.3,2,0.86,1,0,0,1,0,Matches,0.00,0,0,0,0,0
Joel Mvuka,Lorient,0,"DF,FW",0,2.2,1,0.45,0,1,0,0,0,Matches,0.00,0,0,0,0,0
Loris Mouyokolo,Lorient,0,DF,0,2.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Aurélien Pelon,Lorient,0,DF,0,2.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Pablo Pagis,Lorient,2,MF,0,1.8,3,1.65,0,0,1,0,0,Matches,0.00,0,0,0,0,0
Bassirou Ndiaye,Lorient,0,FW,0,1.7,3,1.76,3,0,0,0,0,Matches,0.00,0,0,0,0,0
Bamo Meïté,Lorient,0,DF,0,1.6,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Dembo Sylla,Lorient,0,DF,0,1.3,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Alfred Gomis,Lorient,,GK,,1.0,,,,,,,,Matches,,,,,,
Ibrahima Koné,Lorient,0,FW,0,0.4,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Adrian Grbić,Lorient,0,FW,0,0.3,1,2.90,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Gino Caoki,Lorient,0,MF,0,0.3,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Royce Openda Owaga,Lorient,0,FW,0,0.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Morgan Gibbs-White,Nott'ham Forest,8,"MF,FW",0,39.1,149,4.25,86,38,9,7,1,Matches,0.51,14,3,0,1,0
Murillo,Nott'ham Forest,1,DF,1,35.1,30,0.97,20,1,5,3,0,Matches,0.13,2,1,0,0,0
Anthony Elanga,Nott'ham Forest,4,"FW,MF",0,29.7,70,2.59,53,0,6,6,1,Matches,0.48,12,0,0,0,1
Ryan Yates,Nott'ham Forest,3,MF,0,26.8,30,1.36,22,0,0,5,0,Matches,0.18,3,0,0,1,0
Danilo,Nott'ham Forest,1,MF,0,25.6,48,2.41,34,5,4,4,0,Matches,0.20,4,0,0,0,0
Chris Wood,Nott'ham Forest,0,FW,0,24.4,44,2.19,33,0,4,7,0,Matches,0.20,1,0,3,0,0
Callum Hudson-Odoi,Nott'ham Forest,2,"FW,MF",1,24.3,82,3.98,63,4,8,4,1,Matches,0.29,4,0,1,0,0
Neco Williams,Nott'ham Forest,1,DF,0,22.2,31,1.70,23,1,1,4,1,Matches,0.22,3,0,1,0,0
Matt Turner,Nott'ham Forest,0,GK,0,21.3,4,0.24,4,0,0,0,0,Matches,0.00,0,0,0,0,0
Orel Mangala,Nott'ham Forest,1,MF,0,19.7,20,1.15,17,0,0,0,2,Matches,0.12,1,0,0,0,1
Nicolás Domínguez,Nott'ham Forest,0,"MF,FW",0,19.4,35,2.11,33,0,0,2,0,Matches,0.12,2,0,0,0,0
Harry Toffolo,Nott'ham Forest,0,DF,0,19.4,25,1.54,16,7,0,2,0,Matches,0.25,4,0,0,0,0
Ola Aina,Nott'ham Forest,3,DF,0,18.8,38,2.02,25,5,3,1,1,Matches,0.05,1,0,0,0,0
Moussa Niakhate,Nott'ham Forest,0,DF,0,18.6,11,0.68,8,3,0,0,0,Matches,0.00,0,0,0,0,0
Willy Boly,Nott'ham Forest,0,DF,0,17.0,16,1.00,14,0,0,2,0,Matches,0.13,2,0,0,0,0
Matz Sels,Nott'ham Forest,0,GK,0,16.0,1,0.06,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Taiwo Awoniyi,Nott'ham Forest,4,FW,0,13.2,30,2.60,22,0,2,0,2,Matches,0.52,5,0,1,0,0
Gonzalo Montiel,Nott'ham Forest,0,DF,0,12.9,15,1.69,14,0,0,1,0,Matches,0.22,2,0,0,0,0
Andrew Omobamidele,Nott'ham Forest,0,DF,0,12.2,6,0.69,5,0,0,1,0,Matches,0.11,0,0,0,1,0
Ibrahim Sangaré,Nott'ham Forest,1,MF,0,11.5,18,1.57,15,0,0,1,1,Matches,0.17,2,0,0,0,0
Serge Aurier,Nott'ham Forest,1,"DF,MF",0,10.3,15,1.62,12,1,1,0,0,Matches,0.22,2,0,0,0,0
Divock Origi,Nott'ham Forest,1,FW,0,8.4,16,2.38,11,1,2,1,0,Matches,0.30,2,0,0,0,0
Nuno Tavares,Nott'ham Forest,0,DF,0,7.7,9,1.77,8,0,1,0,0,Matches,0.00,0,0,0,0,0
Odisseas Vlachodimos,Nott'ham Forest,0,GK,0,7.3,1,0.20,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Felipe,Nott'ham Forest,0,DF,0,6.5,4,0.97,2,0,0,1,1,Matches,0.00,0,0,0,0,0
Joe Worrall,Nott'ham Forest,0,DF,0,6.1,3,0.62,2,0,0,1,0,Matches,0.21,1,0,0,0,0
Scott McKenna,Nott'ham Forest,0,DF,0,4.8,2,0.43,2,0,0,0,0,Matches,0.00,0,0,0,0,0
Cheikhou Kouyaté,Nott'ham Forest,0,MF,0,3.8,8,3.40,5,0,0,2,1,Matches,0.42,1,0,0,0,0
Brennan Johnson,Nott'ham Forest,1,"FW,MF",1,2.8,7,2.66,3,0,2,1,0,Matches,1.14,1,0,1,0,0
Gio Reyna,Nott'ham Forest,0,"FW,MF",0,2.6,12,4.60,9,1,1,0,1,Matches,0.77,1,1,0,0,0
Andrey Santos,Nott'ham Forest,0,MF,0,1.1,2,22.50,2,0,0,0,0,Matches,0.00,0,0,0,0,0
Brandon Aguilera,Nott'ham Forest,0,FW,0,0.5,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Joe Gardner,Nott'ham Forest,,DF,,0.3,,,,,,,,Matches,,,,,,
Rodrigo Ribeiro,Nott'ham Forest,0,"MF,FW",0,0.2,1,5.29,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Andrea Consigli,Sassuolo,0,GK,0,36.3,4,0.11,3,1,0,0,0,Matches,0.00,0,0,0,0,0
Andrea Pinamonti,Sassuolo,11,FW,2,35.3,59,1.73,37,0,3,6,2,Matches,0.23,4,0,1,0,1
Armand Lauriente,Sassuolo,8,FW,1,34.0,110,3.40,67,16,12,7,0,Matches,0.25,4,1,0,2,0
Martin Erlic,Sassuolo,2,DF,0,30.4,12,0.41,8,1,0,1,0,Matches,0.03,0,1,0,0,0
Matheus Henrique,Sassuolo,3,MF,0,29.1,77,2.77,63,7,1,3,0,Matches,0.18,5,0,0,0,0
Kristian Thorstvedt,Sassuolo,3,MF,1,27.3,80,3.00,66,1,3,4,3,Matches,0.15,1,0,0,1,1
Gian Marco Ferrari,Sassuolo,0,DF,0,26.2,35,1.39,32,1,0,1,1,Matches,0.04,1,0,0,0,0
Jeremy Toljan,Sassuolo,1,DF,1,25.0,38,1.64,33,3,0,1,0,Matches,0.30,6,0,0,0,0
Daniel Boloca,Sassuolo,0,MF,0,22.8,52,2.32,46,0,6,0,0,Matches,0.18,4,0,0,0,0
Ruan,Sassuolo,1,DF,1,19.8,9,0.53,7,0,0,0,1,Matches,0.12,1,0,0,0,0
Marcus Pedersen,Sassuolo,0,DF,0,19.4,25,1.39,23,1,1,0,0,Matches,0.17,3,0,0,0,0
Nedim Bajrami,Sassuolo,1,"MF,FW",0,16.6,50,3.44,30,10,3,5,1,Matches,0.41,4,1,0,1,0
Domenico Berardi,Sassuolo,3,FW,1,16.4,64,4.02,49,2,2,7,1,Matches,0.31,3,0,0,1,0
Josh Doig,Sassuolo,0,DF,0,14.9,27,1.81,19,6,0,2,0,Matches,0.27,2,1,0,1,0
Mattia Viti,Sassuolo,0,DF,0,13.4,7,0.64,7,0,0,0,0,Matches,0.00,0,0,0,0,0
Matías Viña,Sassuolo,2,DF,0,12.3,33,2.93,24,2,3,1,1,Matches,0.53,5,0,0,1,0
Grégoire Defrel,Sassuolo,0,"FW,MF",0,10.6,19,2.26,16,1,0,2,0,Matches,0.24,2,0,0,0,0
Uroš Račić,Sassuolo,1,MF,0,10.1,17,1.86,13,0,0,3,0,Matches,0.33,2,0,0,1,0
Cristian Volpato,Sassuolo,0,"MF,FW",0,9.3,35,4.90,21,6,6,2,0,Matches,0.28,2,0,0,0,0
Samuele Mulattieri,Sassuolo,1,"FW,MF",1,7.8,10,1.95,7,1,0,1,0,Matches,0.19,0,0,0,0,0
Samu Castillejo,Sassuolo,1,"FW,MF",0,7.6,27,4.54,22,2,1,1,0,Matches,0.17,1,0,0,0,0
Filippo Missori,Sassuolo,0,DF,0,5.6,3,1.02,3,0,0,0,0,Matches,0.00,0,0,0,0,0
Luca Lipani,Sassuolo,0,MF,0,5.5,9,2.10,5,0,2,1,1,Matches,0.00,0,0,0,0,0
Alessio Cragno,Sassuolo,0,GK,0,5.3,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Pedro Obiang,Sassuolo,0,MF,0,5.0,10,1.99,8,1,1,0,0,Matches,0.00,0,0,0,0,0
Marash Kumbulla,Sassuolo,0,DF,0,4.0,1,0.25,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Emil Ceide,Sassuolo,0,"FW,MF",0,3.9,7,3.60,5,0,1,1,0,Matches,0.00,0,0,0,0,0
Maxime Lopez,Sassuolo,0,MF,0,2.7,5,3.21,5,0,0,0,0,Matches,0.00,0,0,0,0,0
Kevin Miranda,Sassuolo,0,DF,0,0.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Justin Kumi,Sassuolo,0,FW,0,0.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Marvin Schwäbe,Köln,0,GK,0,36.3,8,0.24,7,1,0,0,0,Matches,0.00,0,0,0,0,0
Timo Hübers,Köln,1,DF,1,33.0,22,0.71,19,0,0,2,0,Matches,0.03,0,0,0,0,0
Julian Chabot,Köln,5,DF,0,32.4,36,1.20,24,2,0,4,1,Matches,0.03,0,0,0,1,0
Eric Martel,Köln,4,MF,1,29.5,43,1.58,34,1,0,4,0,Matches,0.11,1,0,0,1,0
Florian Kainz,Köln,2,"MF,FW",0,26.1,98,4.02,60,30,5,1,0,Matches,0.33,5,2,1,0,0
Dejan Ljubicic,Köln,1,"MF,FW",0,23.4,61,2.68,52,1,1,5,1,Matches,0.09,1,0,0,1,0
Linton Maina,Köln,6,"FW,MF",1,21.9,58,2.75,44,1,3,3,1,Matches,0.24,4,0,0,0,0
Max Finkgräfe,Köln,1,"DF,FW",0,19.5,40,2.05,27,6,3,1,2,Matches,0.05,1,0,0,0,0
Rasmus Carstensen,Köln,0,"DF,FW",0,19.0,39,2.12,32,2,3,2,0,Matches,0.11,1,0,1,0,0
Denis Huseinbasic,Köln,3,MF,1,18.9,37,2.05,30,0,0,3,1,Matches,0.28,4,0,0,0,0
Jan Thielmann,Köln,5,"FW,DF",0,17.8,43,2.45,25,1,5,6,1,Matches,0.06,0,0,0,1,0
Davie Selke,Köln,2,FW,0,15.4,28,1.99,18,0,2,6,0,Matches,0.07,0,0,0,1,0
Benno Schmitz,Köln,1,DF,0,15.2,27,2.10,21,2,2,1,0,Matches,0.23,2,1,0,0,0
Luca Waldschmidt,Köln,3,"MF,FW",1,14.7,42,3.30,25,3,1,9,1,Matches,0.24,0,0,0,2,0
Leart Paqarada,Köln,0,DF,0,14.3,45,3.76,27,17,0,0,1,Matches,0.08,1,0,0,0,0
Faride Alidou,Köln,5,"FW,MF",1,14.2,34,2.39,23,0,5,1,0,Matches,0.21,1,0,1,0,0
Sargis Adamyan,Köln,6,"FW,MF",1,9.7,31,3.48,22,0,1,1,1,Matches,0.34,1,0,0,1,0
Steffen Tigges,Köln,0,FW,0,8.3,19,2.35,16,0,0,3,0,Matches,0.12,0,0,0,1,0
Luca Kilian,Köln,0,DF,0,7.3,3,0.43,3,0,0,0,0,Matches,0.00,0,0,0,0,0
Dominique Heintz,Köln,0,DF,0,6.3,14,2.22,12,1,1,0,0,Matches,0.00,0,0,0,0,0
Mark Uth,Köln,2,"MF,FW",0,4.9,25,6.05,12,5,1,4,1,Matches,0.24,0,0,0,1,0
Jacob Christensen,Köln,0,MF,0,3.0,6,2.45,5,0,1,0,0,Matches,0.00,0,0,0,0,0
Mathias Olesen,Köln,0,"MF,FW",0,2.6,2,1.61,2,0,0,0,0,Matches,0.00,0,0,0,0,0
Damion Downs,Köln,0,"FW,MF",0,2.0,4,1.99,3,0,0,1,0,Matches,0.00,0,0,0,0,0
Justin Diehl,Köln,0,"FW,MF",0,1.9,11,5.86,4,3,2,2,0,Matches,0.00,0,0,0,0,0
Florian Dietz,Köln,0,"FW,MF",0,0.8,4,5.14,4,0,0,0,0,Matches,0.00,0,0,0,0,0
Andy Pelmard,Clermont Foot,0,DF,0,35.2,21,0.63,18,1,2,0,0,Matches,0.00,0,0,0,0,0
