Player Name,Club Name,Pass Types,Corner Kicks,Outcomes,,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out
Joe Gardner,Nott'ham Forest,eng ENG,DF,18,0.3,,,,,,,0,,,,,,,,,Matches
Rodrigo Ribeiro,Nott'ham Forest,pt POR,"MF,FW",18,0.2,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Andrea Consigli,Sassuolo,it ITA,GK,36,36.3,1235,855,379,126,0,1,0,1,0,0,0,0,838,1,0,Matches
Andrea Pinamonti,Sassuolo,it ITA,FW,24,35.3,630,553,75,0,1,1,11,0,0,0,0,0,411,2,27,Matches
Armand Lauriente,Sassuolo,fr FRA,FW,24,34.0,908,805,103,15,4,11,142,14,72,47,6,1,628,0,32,Matches
Martin Erlic,Sassuolo,hr CRO,DF,25,30.4,1214,1144,68,53,0,13,5,7,0,0,0,0,972,2,7,Matches
Matheus Henrique,Sassuolo,br BRA,MF,25,29.1,1017,963,51,22,5,16,27,9,15,5,8,0,831,3,17,Matches
Kristian Thorstvedt,Sassuolo,no NOR,MF,24,27.3,978,957,20,13,0,8,26,2,5,2,2,0,710,1,28,Matches
Gian Marco Ferrari,Sassuolo,it ITA,DF,31,26.2,1300,1193,104,69,0,10,14,7,0,0,0,0,1073,3,6,Matches
Jeremy Toljan,Sassuolo,de GER,DF,28,25.0,1007,797,207,24,0,3,54,182,1,0,0,0,775,3,26,Matches
Daniel Boloca,Sassuolo,ro ROU,MF,24,22.8,1064,1048,15,13,1,3,8,0,0,0,0,0,956,1,15,Matches
Ruan,Sassuolo,br BRA,DF,24,19.8,698,636,62,33,0,1,2,17,0,0,0,0,593,0,10,Matches
Marcus Pedersen,Sassuolo,no NOR,DF,23,19.4,735,566,168,8,0,1,63,160,0,0,0,0,563,1,22,Matches
Nedim Bajrami,Sassuolo,al ALB,"MF,FW",24,16.6,460,376,83,20,2,1,86,10,44,17,22,0,330,1,12,Matches
Domenico Berardi,Sassuolo,it ITA,FW,28,16.4,641,583,55,19,8,24,73,7,29,19,0,0,409,3,15,Matches
Josh Doig,Sassuolo,sct SCO,DF,21,14.9,591,413,177,4,0,2,47,172,1,0,1,0,404,1,19,Matches
Mattia Viti,Sassuolo,it ITA,DF,21,13.4,486,396,90,23,0,0,1,47,0,0,0,0,406,0,4,Matches
Matías Viña,Sassuolo,uy URU,DF,25,12.3,528,422,106,17,1,2,31,88,1,0,1,0,390,0,12,Matches
Grégoire Defrel,Sassuolo,mq MTQ,"FW,MF",32,10.6,221,209,10,1,0,0,3,3,2,0,0,0,187,2,6,Matches
Uroš Račić,Sassuolo,rs SRB,MF,25,10.1,396,391,5,4,1,7,2,1,0,0,0,0,322,0,4,Matches
Cristian Volpato,Sassuolo,it ITA,"MF,FW",19,9.3,301,278,23,1,0,5,60,3,19,11,6,0,195,0,8,Matches
Samuele Mulattieri,Sassuolo,it ITA,"FW,MF",22,7.8,116,100,15,0,0,2,0,0,0,0,0,0,81,1,1,Matches
Samu Castillejo,Sassuolo,es ESP,"FW,MF",28,7.6,283,253,29,13,0,2,45,3,13,7,3,0,213,1,4,Matches
Filippo Missori,Sassuolo,it ITA,DF,19,5.6,113,86,27,2,0,0,11,25,0,0,0,0,89,0,2,Matches
Luca Lipani,Sassuolo,it ITA,MF,18,5.5,160,157,3,3,0,2,6,0,0,0,0,0,123,0,3,Matches
Alessio Cragno,Sassuolo,it ITA,GK,29,5.3,100,68,32,10,0,0,0,0,0,0,0,0,69,0,0,Matches
Pedro Obiang,Sassuolo,gq EQG,MF,31,5.0,188,177,11,10,0,2,1,0,0,0,0,0,152,0,4,Matches
Marash Kumbulla,Sassuolo,al ALB,DF,23,4.0,106,98,8,3,0,0,0,0,0,0,0,0,83,0,0,Matches
Emil Ceide,Sassuolo,no NOR,"FW,MF",21,3.9,59,59,0,0,1,0,8,0,0,0,0,0,40,0,5,Matches
Maxime Lopez,Sassuolo,fr FRA,MF,25,2.7,136,134,2,2,1,1,0,0,0,0,0,0,124,0,1,Matches
Kevin Miranda,Sassuolo,it ITA,DF,20,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
Justin Kumi,Sassuolo,it ITA,FW,19,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Marvin Schwäbe,Köln,de GER,GK,28,36.3,1305,1095,202,53,0,1,0,0,0,0,0,0,1014,8,3,Matches
Timo Hübers,Köln,de GER,DF,27,33.0,1743,1665,73,60,1,8,3,7,0,0,0,0,1473,5,10,Matches
Julian Chabot,Köln,de GER,DF,25,32.4,1616,1405,208,108,0,12,5,2,0,0,0,0,1361,3,5,Matches
Eric Martel,Köln,de GER,MF,21,29.5,1126,1109,14,10,0,0,22,4,0,0,0,0,913,3,26,Matches
Florian Kainz,Köln,at AUT,"MF,FW",30,26.1,1119,940,175,51,3,5,176,25,80,30,35,0,770,4,31,Matches
Dejan Ljubicic,Köln,at AUT,"MF,FW",25,23.4,843,833,8,2,5,6,31,5,0,0,0,0,670,2,22,Matches
Linton Maina,Köln,de GER,"FW,MF",24,21.9,661,613,47,3,0,1,78,40,3,1,1,0,484,1,43,Matches
Max Finkgräfe,Köln,de GER,"DF,FW",19,19.5,859,662,196,17,1,8,61,172,7,3,3,0,598,1,35,Matches
Rasmus Carstensen,Köln,dk DEN,"DF,FW",22,19.0,827,666,160,9,1,0,63,151,0,0,0,0,594,1,47,Matches
Denis Huseinbasic,Köln,ba BIH,MF,22,18.9,791,777,12,7,1,2,17,5,0,0,0,0,674,2,17,Matches
Jan Thielmann,Köln,de GER,"FW,DF",21,17.8,551,465,83,8,2,4,43,65,0,0,0,0,364,3,34,Matches
Davie Selke,Köln,de GER,FW,28,15.4,234,211,22,1,0,0,4,0,0,0,0,0,144,1,9,Matches
Benno Schmitz,Köln,de GER,DF,28,15.2,709,563,142,7,0,2,53,135,0,0,0,0,502,4,27,Matches
Luca Waldschmidt,Köln,de GER,"MF,FW",27,14.7,448,392,49,10,4,4,44,5,26,7,12,0,320,7,14,Matches
Leart Paqarada,Köln,xk KVX,DF,28,14.3,717,548,164,21,0,7,101,103,40,25,11,0,490,5,40,Matches
Faride Alidou,Köln,de GER,"FW,MF",22,14.2,305,293,12,0,0,2,39,7,1,0,1,0,196,0,17,Matches
Sargis Adamyan,Köln,am ARM,"FW,MF",30,9.7,189,166,22,1,0,2,5,2,0,0,0,0,132,1,6,Matches
Steffen Tigges,Köln,de GER,FW,25,8.3,203,196,6,0,0,0,7,1,0,0,0,0,118,1,12,Matches
Luca Kilian,Köln,de GER,DF,23,7.3,317,302,15,8,0,1,1,5,0,0,0,0,241,0,4,Matches
Dominique Heintz,Köln,de GER,DF,29,6.3,423,359,64,5,0,2,23,54,0,0,0,0,349,0,6,Matches
Mark Uth,Köln,de GER,"MF,FW",31,4.9,168,130,38,13,1,1,36,2,18,8,8,0,111,0,10,Matches
Jacob Christensen,Köln,dk DEN,MF,22,3.0,85,85,0,0,0,1,5,0,0,0,0,0,66,0,1,Matches
Mathias Olesen,Köln,lu LUX,"MF,FW",22,2.6,53,52,0,0,0,0,2,0,0,0,0,0,42,1,2,Matches
Damion Downs,Köln,us USA,"FW,MF",19,2.0,36,35,1,0,0,0,1,1,0,0,0,0,24,0,4,Matches
Justin Diehl,Köln,de GER,"FW,MF",18,1.9,64,48,16,2,0,0,18,1,13,7,6,0,41,0,1,Matches
Florian Dietz,Köln,de GER,"FW,MF",24,0.8,19,18,1,0,0,0,0,0,0,0,0,0,13,0,1,Matches
Andy Pelmard,Clermont Foot,fr FRA,DF,23,35.2,1666,1551,107,52,2,2,6,42,0,0,0,0,1412,8,16,Matches
Mory Diaw,Clermont Foot,sn SEN,GK,30,30.0,1245,952,289,113,1,7,0,0,0,0,0,0,848,4,1,Matches
Neto Borges,Clermont Foot,br BRA,DF,26,30.0,1422,1213,209,9,3,3,87,195,1,0,0,0,1148,0,27,Matches
Muhammed Cham,Clermont Foot,at AUT,"MF,FW",22,29.5,1327,1154,162,67,14,6,122,9,71,28,36,1,1055,11,31,Matches
Johan Gastien,Clermont Foot,fr FRA,MF,35,26.2,1706,1599,103,59,10,12,44,11,33,12,13,0,1408,4,21,Matches
Jim Allevinah,Clermont Foot,ga GAB,"MF,DF",28,22.6,743,675,65,2,1,0,51,57,1,0,0,0,589,3,17,Matches
Maximiliano Caufriez,Clermont Foot,be BEL,DF,26,19.4,892,799,91,31,2,4,4,14,0,0,0,0,780,2,5,Matches
Yohann Magnin,Clermont Foot,fr FRA,MF,26,19.2,836,810,25,13,1,4,16,9,3,3,0,0,698,1,12,Matches
Shamar Nicholson,Clermont Foot,jm JAM,FW,26,18.4,386,353,33,0,1,5,7,0,0,0,0,0,272,0,13,Matches
Maxime Gonalons,Clermont Foot,fr FRA,MF,34,15.9,772,756,15,15,4,13,1,0,0,0,0,0,666,1,13,Matches
Habib Keita,Clermont Foot,ml MLI,MF,21,15.2,675,663,11,10,1,8,5,1,0,0,0,0,591,1,6,Matches
Mehdi Zeffane,Clermont Foot,dz ALG,"DF,MF",31,13.9,666,574,90,12,3,2,46,74,4,1,0,0,500,2,11,Matches
Elba Rashani,Clermont Foot,xk KVX,"MF,FW",30,13.8,392,382,9,3,1,0,29,3,3,0,0,0,294,1,20,Matches
Chrislain Matsima,Clermont Foot,fr FRA,DF,21,13.1,655,635,19,13,0,1,0,3,0,0,0,0,569,1,10,Matches
Cheick Konaté,Clermont Foot,ml MLI,DF,19,12.6,484,419,65,5,0,6,45,60,0,0,0,0,319,0,21,Matches
Alidu Seidu,Clermont Foot,gh GHA,DF,23,12.6,756,687,65,10,0,2,4,55,0,0,0,0,623,4,7,Matches
Florent Ogier,Clermont Foot,fr FRA,DF,34,12.5,512,488,24,15,0,1,0,0,0,0,0,0,425,0,0,Matches
Grejohn Kyei,Clermont Foot,fr FRA,FW,27,11.5,265,235,27,0,0,2,2,0,0,0,0,0,198,3,8,Matches
Bilal Boutobba,Clermont Foot,fr FRA,"FW,MF",24,11.2,395,367,27,11,5,0,62,4,12,10,2,0,273,1,16,Matches
Alan Virginius,Clermont Foot,fr FRA,FW,20,10.6,209,182,25,1,2,0,22,0,15,13,1,1,136,2,8,Matches
Massamba Ndiaye,Clermont Foot,sn SEN,GK,21,5.0,174,140,32,8,0,0,0,0,0,0,0,0,129,2,1,Matches
Yoël Armougom,Clermont Foot,fr FRA,"DF,MF",25,3.6,131,114,17,1,0,0,22,16,0,0,0,0,97,0,3,Matches
Jérémy Jacquet,Clermont Foot,fr FRA,DF,18,2.8,123,98,25,1,0,0,1,24,0,0,0,0,94,0,3,Matches
Jérémie Bela,Clermont Foot,ao ANG,"MF,FW",30,2.3,100,94,6,1,0,0,14,2,3,2,0,0,70,0,5,Matches
Mateusz Wieteska,Clermont Foot,pl POL,DF,26,1.9,114,107,7,6,0,0,0,0,0,0,0,0,89,0,2,Matches
Komnen Andrić,Clermont Foot,rs SRB,FW,28,1.9,59,54,5,0,0,0,1,0,0,0,0,0,45,0,0,Matches
Ilhan Fakili,Clermont Foot,fr FRA,"MF,FW",17,1.0,23,22,1,0,0,0,1,0,1,1,0,0,18,0,0,Matches
Théo Borne,Clermont Foot,fr FRA,GK,21,1.0,,,,,,,0,,,,,,,,,Matches
Aïman Maurer,Clermont Foot,ma MAR,"MF,FW",18,0.6,29,25,4,0,0,0,4,1,3,3,0,0,21,0,0,Matches
Mohamed Bouchenna,Clermont Foot,fr FRA,"MF,FW",17,0.3,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
Joshua M'Bahia,Clermont Foot,ci CIV,MF,18,0.2,15,14,1,0,0,0,0,1,0,0,0,0,12,0,0,Matches
Abdellah Baallal,Clermont Foot,ma MAR,MF,18,0.0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Thomas Kaminski,Luton Town,be BEL,GK,30,37.8,1468,969,493,152,0,2,0,0,0,0,0,0,869,6,0,Matches
Alfie Doughty,Luton Town,eng ENG,DF,23,37.5,1686,1190,489,89,0,9,390,249,151,66,80,5,1121,7,60,Matches
Carlton Morris,Luton Town,eng ENG,"FW,MF",27,35.8,751,719,19,1,0,2,18,3,1,0,1,0,484,13,33,Matches
Ross Barkley,Luton Town,eng ENG,MF,29,33.3,1474,1329,139,94,4,24,48,14,16,8,8,0,1218,6,31,Matches
Teden Mengi,Luton Town,eng ENG,DF,21,31.9,938,912,22,18,1,13,3,4,0,0,0,0,728,4,7,Matches
Chiedozie Ogbene,Luton Town,ie IRL,"MF,DF",26,26.9,790,697,91,5,0,2,91,80,0,0,0,0,589,2,47,Matches
Tahith Chong,Luton Town,nl NED,"MF,FW",23,25.5,550,515,31,4,5,6,40,11,0,0,0,0,428,4,21,Matches
Amari'i Bell,Luton Town,jm JAM,DF,29,23.3,835,783,48,15,2,3,16,29,0,0,0,0,645,4,23,Matches
Gabriel Osho,Luton Town,ng NGA,DF,24,22.5,706,697,8,8,0,1,3,0,0,0,0,0,580,1,3,Matches
Reece Burke,Luton Town,eng ENG,DF,26,21.8,719,689,29,9,0,2,15,20,0,0,0,0,547,1,15,Matches
Issa Kaboré,Luton Town,bf BFA,DF,22,19.9,759,601,157,6,1,0,69,151,0,0,0,0,533,1,44,Matches
Elijah Adebayo,Luton Town,eng ENG,FW,25,18.5,204,202,1,0,1,0,5,1,0,0,0,0,144,1,5,Matches
Jordan Clark,Luton Town,eng ENG,MF,29,16.3,513,475,36,13,1,6,24,5,0,0,0,0,369,2,18,Matches
Albert Sambi Lokonga,Luton Town,be BEL,MF,23,15.9,766,694,67,28,5,11,14,8,2,1,1,0,669,5,3,Matches
Pelly Ruddock Mpanzu,Luton Town,cd COD,MF,30,15.8,364,338,24,7,0,7,14,8,2,0,0,0,268,2,13,Matches
Andros Townsend,Luton Town,eng ENG,"MF,FW",32,15.0,432,402,28,4,1,10,80,7,8,7,0,0,304,2,22,Matches
Tom Lockyer,Luton Town,wls WAL,DF,28,13.5,422,401,20,17,1,5,1,2,0,0,0,0,301,1,7,Matches
Marvelous Nakamba,Luton Town,zw ZIM,MF,29,12.8,423,404,18,14,0,5,4,3,0,0,0,0,356,1,10,Matches
Jacob Brown,Luton Town,sct SCO,"MF,FW",25,12.7,247,238,7,0,0,0,10,6,0,0,0,0,136,2,18,Matches
Ryan John Giles,Luton Town,eng ENG,"DF,MF",23,7.7,218,157,61,6,0,0,73,41,14,6,8,0,140,0,8,Matches
Cauley Woodrow,Luton Town,eng ENG,"FW,MF",28,7.5,152,145,6,0,0,0,11,2,3,0,2,0,110,1,7,Matches
Daiki Hashioka,Luton Town,jp JPN,DF,24,6.9,282,264,18,1,0,2,10,17,0,0,0,0,227,0,7,Matches
Mads Juel Andersen,Luton Town,dk DEN,DF,25,6.4,117,115,2,0,0,1,0,2,0,0,0,0,87,0,1,Matches
Tim Krul,Luton Town,nl NED,GK,35,6.0,,,,,,,0,,,,,,,,,Matches
Luke Berry,Luton Town,eng ENG,"MF,DF",31,5.4,99,83,16,4,0,0,11,2,6,5,1,0,64,0,3,Matches
Fred Onyedinma,Luton Town,eng ENG,"DF,MF",26,4.5,135,97,38,1,0,0,13,37,0,0,0,0,91,0,7,Matches
Joseph Johnson,Luton Town,eng ENG,DF,17,2.3,36,33,2,1,0,0,3,1,0,0,0,0,30,1,0,Matches
James Shea,Luton Town,eng ENG,GK,32,0.2,9,5,4,1,0,0,0,0,0,0,0,0,6,0,0,Matches
Zack Nelson,Luton Town,eng ENG,"MF,DF",18,0.1,4,2,2,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Dara O'Shea,Burnley,ie IRL,DF,24,36.1,1759,1705,47,34,3,10,11,9,0,0,0,0,1393,7,19,Matches
Sander Berge,Burnley,no NOR,MF,25,35.7,1562,1529,31,21,7,10,12,1,0,0,0,0,1376,2,14,Matches
Vitinho,Burnley,br BRA,"DF,MF",24,28.7,994,804,186,8,4,1,63,178,0,0,0,0,715,4,28,Matches
James Trafford,Burnley,eng ENG,GK,20,28.0,1541,1203,327,129,1,5,0,0,0,0,0,0,1009,11,5,Matches
Charlie Taylor,Burnley,eng ENG,DF,29,27.6,1312,1099,206,14,0,7,75,192,0,0,0,0,995,7,28,Matches
Josh Brownhill,Burnley,eng ENG,MF,27,26.4,1106,998,103,29,4,3,61,16,50,23,8,2,850,5,18,Matches
Wilson Odobert,Burnley,fr FRA,"MF,FW",18,25.3,584,567,15,0,3,2,36,2,1,0,1,0,446,2,33,Matches
Josh Cullen,Burnley,ie IRL,MF,27,25.2,1373,1311,57,42,5,2,27,1,14,5,6,0,1173,5,19,Matches
Zeki Amdouni,Burnley,ch SUI,FW,22,23.1,500,445,51,2,7,1,8,0,3,0,0,0,396,4,19,Matches
Lyle Foster,Burnley,za RSA,"FW,MF",22,21.7,461,430,29,2,3,5,3,4,0,0,0,0,312,2,16,Matches
Jacob Bruun Larsen,Burnley,dk DEN,"MF,FW",24,16.7,526,455,69,15,1,3,65,5,46,14,17,2,378,2,18,Matches
Maxime Estève,Burnley,fr FRA,DF,21,14.5,821,754,66,13,1,3,5,5,0,0,0,0,690,1,10,Matches
Jóhann Berg Guðmundsson,Burnley,is ISL,"MF,FW",32,14.2,544,465,77,28,4,5,76,7,39,18,12,5,396,2,14,Matches
Arijanet Muric,Burnley,xk KVX,GK,24,14.0,585,495,85,52,0,4,0,0,0,0,0,0,404,5,0,Matches
Ameen Al-Dakhil,Burnley,be BEL,DF,21,13.7,637,590,45,11,2,2,3,34,0,0,0,0,537,2,6,Matches
Jordan Beyer,Burnley,de GER,DF,23,13.7,861,840,19,14,1,5,0,4,0,0,0,0,766,2,9,Matches
Lorenz Assignon,Burnley,tg TOG,DF,23,13.7,485,378,104,3,0,0,29,101,0,0,0,0,352,3,19,Matches
Jay Rodriguez,Burnley,eng ENG,FW,34,11.6,216,216,0,0,1,4,2,0,0,0,0,0,142,0,4,Matches
Luca Koleosho,Burnley,it ITA,"MF,FW",18,10.8,274,267,6,2,0,0,23,4,0,0,0,0,192,1,16,Matches
David Datro Fofana,Burnley,ci CIV,FW,20,9.8,173,167,4,0,1,0,3,0,0,0,0,0,117,2,8,Matches
Hannes Delcroix,Burnley,be BEL,DF,24,9.5,350,320,29,3,0,0,5,26,0,0,0,0,300,1,2,Matches
Connor Roberts,Burnley,wls WAL,DF,27,9.5,495,406,87,13,0,2,11,74,0,0,0,0,395,2,9,Matches
Aaron Ramsey,Burnley,eng ENG,"MF,FW",20,7.2,151,141,9,1,1,0,2,2,0,0,0,0,118,1,9,Matches
Mike Trésor,Burnley,be BEL,"FW,MF",24,6.6,180,156,24,3,0,0,39,2,19,5,11,0,120,0,9,Matches
Hjalmar Ekdal,Burnley,se SWE,DF,24,5.5,217,213,4,4,0,2,1,0,0,0,0,0,191,0,1,Matches
Anass Zaroury,Burnley,ma MAR,"FW,MF",22,3.7,70,65,5,0,0,0,21,0,4,2,2,0,43,0,4,Matches
Nathan Redmond,Burnley,eng ENG,"FW,MF",29,3.4,73,71,0,0,0,1,6,0,0,0,0,0,48,2,1,Matches
Benson Manuel,Burnley,ao ANG,"MF,FW",26,1.6,59,52,6,0,0,0,11,2,4,0,1,0,48,1,3,Matches
Jack Cork,Burnley,eng ENG,MF,34,1.4,33,31,2,2,0,0,1,0,0,0,0,0,25,0,2,Matches
Han-Noah Massengo,Burnley,fr FRA,"MF,DF",22,0.5,12,11,1,0,0,0,2,1,0,0,0,0,6,0,1,Matches
Michael Obafemi,Burnley,ie IRL,"FW,MF",23,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Luís Maximiano,Almería,pt POR,GK,24,34.0,1266,862,397,133,0,1,0,0,0,0,0,0,833,7,0,Matches
Édgar González,Almería,es ESP,"DF,MF",26,29.0,1350,1296,51,35,0,8,2,2,0,0,0,0,1150,3,6,Matches
Juan Brandáriz,Almería,es ESP,DF,24,28.3,1208,1139,64,21,0,4,2,25,0,0,0,0,1044,5,11,Matches
Adri Embarba,Almería,es ESP,"FW,MF",31,27.5,928,770,150,35,0,16,171,16,94,36,31,0,609,8,43,Matches
Lucas Robertone,Almería,ar ARG,MF,26,26.8,1363,1250,105,58,10,12,69,8,30,7,18,0,1107,8,18,Matches
Sergio Arribas,Almería,es ESP,"MF,FW",21,24.2,751,661,86,32,4,4,67,7,28,13,9,0,588,4,20,Matches
Dion Lopy,Almería,sn SEN,MF,21,23.3,882,855,25,18,2,15,8,7,0,0,0,0,745,2,11,Matches
Léo Baptistão,Almería,br BRA,FW,30,21.2,568,534,31,0,1,3,27,8,0,0,0,0,366,3,30,Matches
Marc Pubill,Almería,es ESP,DF,20,20.9,958,743,213,26,0,3,68,187,0,0,0,0,686,2,32,Matches
César Montes,Almería,mx MEX,DF,26,19.9,973,927,39,36,1,16,3,0,0,0,0,0,750,7,4,Matches
Sergio Akieme,Almería,es ESP,DF,25,18.6,801,630,169,19,1,5,57,148,2,0,1,0,620,2,22,Matches
Largie Ramazani,Almería,be BEL,"FW,MF",22,18.4,340,331,7,1,4,2,34,3,1,1,0,0,203,2,17,Matches
Iddrisu Baba,Almería,gh GHA,MF,27,16.9,654,636,15,15,2,2,4,0,0,0,0,0,543,3,10,Matches
Gonzalo Melero,Almería,es ESP,"MF,FW",29,13.2,465,443,20,10,0,0,4,3,0,0,0,0,381,2,5,Matches
Alejandro Pozo Pozo,Almería,es ESP,"DF,MF",24,12.1,598,481,112,9,1,1,42,103,0,0,0,0,443,5,20,Matches
Álex Centelles,Almería,es ESP,DF,25,11.9,544,430,112,24,1,5,49,88,0,0,0,0,400,2,19,Matches
Luis Javier Suárez,Almería,co COL,FW,25,10.2,202,184,17,1,2,1,7,0,0,0,0,0,150,1,7,Matches
Jonathan Viera,Almería,es ESP,MF,33,10.1,545,512,31,20,5,0,6,4,2,1,0,0,468,2,8,Matches
Bruno Langa,Almería,mz MOZ,DF,25,9.1,400,320,80,13,0,3,16,67,0,0,0,0,307,0,13,Matches
Anthony Lozano,Almería,hn HON,FW,30,8.6,136,120,15,0,0,0,4,0,0,0,0,0,98,1,4,Matches
Kaiky,Almería,br BRA,DF,19,7.4,263,252,11,10,0,3,1,1,0,0,0,0,217,0,4,Matches
Aleksandar Radovanović,Almería,rs SRB,DF,29,6.3,197,190,6,3,0,4,0,0,0,0,0,0,181,1,0,Matches
Houboulang Mendes,Almería,gw GNB,DF,25,5.9,177,114,61,8,0,1,8,53,0,0,0,0,129,2,3,Matches
Marcos Peña,Almería,es ESP,MF,18,4.9,217,209,8,8,0,0,0,0,0,0,0,0,188,0,2,Matches
Luka Romero,Almería,ar ARG,FW,18,4.9,148,145,3,2,0,0,2,1,0,0,0,0,137,0,0,Matches
Arnau Puigmal,Almería,es ESP,"FW,DF",22,4.5,93,80,13,2,0,0,20,5,5,3,2,0,65,0,3,Matches
Lázaro,Almería,br BRA,"FW,MF",21,4.3,100,87,12,4,1,2,20,3,5,3,2,0,69,1,4,Matches
Marko Milovanović,Almería,rs SRB,"FW,MF",19,4.2,68,64,4,0,0,0,1,0,0,0,0,0,43,0,2,Matches
Fernando,Almería,es ESP,GK,33,4.0,160,123,36,10,0,0,0,0,0,0,0,0,110,1,0,Matches
Ibrahima Koné,Almería,ml MLI,FW,24,3.1,56,49,7,0,0,0,2,2,0,0,0,0,38,0,0,Matches
Diego Mariño,Almería,es ESP,GK,33,2.0,27,25,2,0,0,0,0,0,0,0,0,0,23,0,0,Matches
Marciano Tchami,Almería,gw GNB,"FW,MF",19,1.1,24,22,2,0,0,0,2,0,0,0,0,0,14,0,2,Matches
Srđan Babić,Almería,rs SRB,DF,27,1.0,62,60,2,2,0,1,0,0,0,0,0,0,58,0,0,Matches
Rachad Fettal,Almería,ma MAR,FW,18,0.7,6,5,0,0,0,0,1,0,0,0,0,0,4,1,0,Matches
Paco Sanz,Almería,es ESP,DF,18,0.3,10,10,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
Carlos Neva,Granada,es ESP,DF,27,35.0,1701,1295,401,52,0,4,83,349,0,0,0,0,1291,5,66,Matches
Ignasi Miquel,Granada,es ESP,DF,30,33.4,1549,1462,82,68,2,7,3,4,0,0,0,0,1265,5,11,Matches
Gerard Gumbau,Granada,es ESP,MF,28,30.1,1504,1289,201,112,7,24,153,3,86,30,36,1,1079,14,29,Matches
Lucas Boyé,Granada,ar ARG,FW,27,28.2,631,564,60,1,2,5,14,1,0,0,0,0,454,7,25,Matches
Sergio Ruiz,Granada,es ESP,MF,28,27.9,1283,1231,46,35,3,11,17,3,6,2,2,0,1080,6,19,Matches
Myrto Uzuni,Granada,al ALB,FW,28,27.2,301,259,42,2,3,1,11,5,0,0,0,0,234,0,12,Matches
Ricard Sánchez ,Granada,es ESP,DF,23,25.5,1091,839,247,17,3,6,82,226,4,1,2,0,820,5,33,Matches
Gonzalo Villar,Granada,es ESP,MF,25,20.7,937,879,57,38,5,5,24,2,12,6,2,0,775,1,18,Matches
Bryan Zaragoza,Granada,es ESP,"MF,FW",22,18.2,444,409,31,15,4,1,98,5,10,1,0,0,248,4,27,Matches
Miguel Ángel Rubio,Granada,es ESP,DF,25,17.3,775,745,29,24,1,4,0,1,0,0,0,0,622,1,11,Matches
Augusto Batalla,Granada,ar ARG,GK,27,17.0,689,483,205,83,0,1,0,0,0,0,0,0,445,1,1,Matches
André Ferreira,Granada,pt POR,GK,27,14.9,498,331,167,57,0,0,0,0,0,0,0,0,359,0,1,Matches
Bruno Méndez,Granada,uy URU,DF,23,14.8,636,536,94,13,1,3,8,79,0,0,0,0,452,6,10,Matches
Raúl Torrente,Granada,es ESP,DF,21,13.9,764,738,25,19,0,3,2,2,0,0,0,0,605,1,2,Matches
Facundo Pellistri,Granada,uy URU,"MF,FW",21,13.7,305,287,15,1,1,0,30,10,4,0,1,0,213,3,23,Matches
Óscar Melendo,Granada,es ESP,"MF,FW",25,12.5,409,398,8,4,6,3,9,2,2,0,2,0,328,3,9,Matches
José Callejón,Granada,es ESP,"MF,FW",36,9.9,368,320,46,15,0,6,40,13,16,10,5,0,286,2,3,Matches
Antonio Puertas,Granada,es ESP,"MF,FW",31,8.1,214,200,12,0,2,1,20,7,0,0,0,0,154,2,6,Matches
Kamil Jóźwiak,Granada,pl POL,MF,25,6.3,180,177,2,0,1,0,6,2,0,0,0,0,128,1,4,Matches
Álvaro Carreras,Granada,es ESP,"MF,FW",20,6.3,222,195,27,8,1,4,18,17,2,0,1,0,169,0,7,Matches
Martin Hongla,Granada,cm CMR,"MF,DF",25,6.2,283,273,9,7,0,3,2,2,0,0,0,0,237,1,4,Matches
Kamil Piątkowski,Granada,pl POL,DF,23,5.6,230,225,4,3,0,2,2,1,0,0,0,0,197,1,1,Matches
Matias Arezo,Granada,uy URU,FW,20,4.1,82,75,7,0,1,0,4,1,0,0,0,0,52,0,0,Matches
Wilson Manafá,Granada,pt POR,"DF,MF",29,3.7,135,106,29,0,1,1,12,29,0,0,0,0,104,0,3,Matches
Raúl Fernández,Granada,es ESP,GK,35,3.1,107,73,32,15,0,0,0,0,0,0,0,0,69,2,0,Matches
Marc Martínez,Granada,es ESP,GK,33,3.0,98,64,34,10,0,0,0,0,0,0,0,0,75,0,0,Matches
Víctor Díaz,Granada,es ESP,"DF,MF",35,2.8,74,63,9,6,0,0,0,3,0,0,0,0,47,2,4,Matches
Njegoš Petrović,Granada,rs SRB,"MF,FW",24,2.7,81,78,2,1,0,0,1,1,0,0,0,0,67,1,1,Matches
Faitout Maouassa,Granada,fr FRA,"DF,MF",25,2.5,97,67,30,5,0,1,20,19,6,6,0,0,58,0,6,Matches
Theo Corbeanu,Granada,ca CAN,"MF,FW",21,2.0,60,59,1,0,1,0,12,0,1,0,0,0,37,0,1,Matches
