Player Name,Club Name,FoulsDrawnLeadingToShotAttempt,Position,FoulsDrawnLeadingToGoal,ActionsLeadingToShots,ShotCreatingActionsPer90Min,InPlayPassesThatLeadToShotAttempt,SetpiecesLeadingToShotAttempt,SuccessfulTakeOnsLeadingToShotAttempt,ShotsThatLeadToShotAttempt,DefensiveActionsLeadingToShotAttempt,GoalCreationAccuracy,InPlayPassesLeadingToGoal,SetpiecesLeadingToGoal,FoulsDrawnLeadingToGoal,ShotsAttemptLeadingToGoal,DefensiveActionsLeadingToGoal,DefensiveErrors,TacklesAttempted,TackleWon,TacklesinDef3rd,TacklesinMid3rd,TacklesinAtt3rd,DribblesStopped,PassesBlocked,DribblesWinningPerc,DribblesNotStopped,TotalBlocks,ShotsBlocked,PassesBlocked,Tackles+Interception,Clearances,Goals,Shots,ShotsOnTarget,ShotsOnTarget%,Shots/90min,ShotsOnTarget/90min,Goals/Shot,Goals/ShotOnTarget,AverageShotDistance,ShotsfromFreeKicks,PKMade,TotalPK,ExpectedGoal,NonPenaltyExpectedGoals,NonPenaltyExpectedGoals/shot,Goals-XG,NonPenaltyGoals-NonPenaltyXG,Miscontrols,Receiving,Touches,TouchesInDefensivePenaltyArea,TouchesInDefensive1/3rd,TouchesInMid1/3rd,TouchesInAtt1/3rd,TouchesInAttackingPenaltyArea,TakeOnsAttempted,SucessfulTakeOns,SucessfulTakeOns%,TimesTackledByADefDuringTakeOn,TimesTackledByADefDuringTakeOn%,NumberOfCarries,DistanceTravelledInCarries(Yards),DistanceTravelledInCarries(Yards)TowardsOpponentGoal,CarriesThatReachesCloseToOpponentGoal(DistTravelled>10Yards),CarriesInFinalThird,CarriesInPenaltyArea,PassesRecieved,DisPossesed,ProgressivePassesRecieved,ShortPassesCompleted%,TotalPassingDistance,PassesAttempted,ProgressivePassingDistance,ShortPassesCompleted,ShortPassesAttempted,ShortPassesCompleted%,MediumPassesCompleted,PassesIntoPenaltyArea,CrossesIntoPenaltyArea,ProgressivePasses,LongPassesAttempted,LongPassesCompleted%,YellowCards,RedCards,2ndYellowCard,FoulsCommited,FoulsDrawn,Offsides,Crosses,Interceptions,TacklesWon,PenaltyKicksWon,PenaltyKicksConceeded,OwnGoals,BallsRecovered,AerialDuelWon,AerialDuelLost,AerialDuelWinningPercentage,"PassesCompleted	",InGamePasses,SetPiecesPasses,FreeKickPasses,ThroughBalls,Switches,Crosses,ThrowInsTaken,CornersTaken,InswingingCorners,OutswingingCorners,StraightCorners,PassesCompleted,PassesOffside
Luca Mazzitelli,Frosinone,2,MF,1,47,1.91,30,8,6,1,0,0.12,1,0,0,1,0,0,45,25,15,24,6,26,16,53.1,23,23,7,24,64,62,5,54,19,35.2,1.98,0.7,0.09,0.26,23,3,0,0,2.3,2.3,0.05,2.7,2.7,22,27.2,1581,76,341,958,294,34,18,11,61.1,6,33.3,773,3395,1244,18,16,1,22,1082,53,27,16656,1309,5947,446,517,86.3,380,14,2,167,222,46.8,6,1,1,47,43,1,42,24,25,0,0,0,128,41,38,51.9,1309,1234,67,38,5,10,42,5,12,7,3,0,974,8
Walid Cheddira,Frosinone,8,FW,1,38,1.61,24,0,1,5,0,0.25,4,0,0,1,0,0,12,7,1,8,3,4,5,50,4,6,1,5,17,10,8,64,27,42.2,2.49,1.05,0.09,0.22,14.1,0,2,2,9,8.2,0.14,-2,-2.2,72,25.7,625,12,33,284,312,100,37,12,32.4,23,62.2,375,1933,791,31,14,22,36,486,139,25,3458,385,610,160,207,77.3,67,4,0,22,13,100,0,0,0,28,48,20,3,5,7,2,0,0,47,37,69,34.9,385,349,33,0,1,2,3,1,0,0,0,0,262,3
Pol Lirola,Frosinone,0,DF,0,32,1.88,28,2,1,0,1,0.06,1,0,0,0,0,1,30,21,14,15,1,17,11,48.6,18,12,1,24,49,41,2,10,4,40,0.51,0.2,0.2,0.5,19,0,0,0,1.3,1.3,0.15,0.7,0.7,11,19.8,874,45,294,403,184,13,13,6,46.2,7,53.8,393,2267,1306,30,20,1,9,486,59,25,9018,722,3289,302,341,88.6,194,14,3,65,89,52.8,1,0,0,8,14,2,33,24,21,0,0,0,80,14,19,42.4,722,627,93,15,2,2,33,78,0,0,0,0,556,2
Ilario Monterisi,Frosinone,1,DF,1,14,0.86,11,1,0,0,1,0.31,2,1,0,0,1,0,23,17,14,7,2,12,4,46.2,14,22,18,10,31,63,2,6,3,50,0.31,0.15,0.33,0.67,8.7,0,0,0,1.1,1.1,0.22,0.9,0.9,4,19.7,1136,146,607,457,76,12,9,5,55.6,4,44.4,590,2370,1220,4,5,0,3,731,18,21,13842,997,6423,350,392,89.3,379,7,1,47,123,48.8,3,0,0,13,21,1,5,10,17,1,1,0,77,41,28,59.4,997,911,85,22,2,0,5,55,0,0,0,0,802,1
Francesco Gelli,Frosinone,4,"MF,DF",1,48,2.77,27,14,1,1,1,0.17,0,2,0,0,0,1,19,14,8,4,7,10,16,41.7,14,19,3,11,30,27,0,11,4,36.4,0.58,0.21,0,0,18.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,34,19,914,32,181,426,319,24,42,13,31,20,47.6,508,2902,1400,42,25,10,14,586,87,26,8504,743,2316,378,412,91.7,176,18,3,61,66,42.4,3,0,0,16,45,1,56,11,14,0,0,0,82,15,16,48.4,743,612,129,32,2,0,56,52,43,18,5,1,604,2
Anthony Oyono,Frosinone,0,DF,0,22,1.65,16,5,1,0,0,0.23,1,2,0,0,0,0,37,32,21,14,2,23,14,67.6,11,17,3,12,46,32,0,5,1,20,0.32,0.06,0,0,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,23,15.6,769,45,233,357,185,16,27,12,44.4,13,48.1,392,2206,1202,35,19,7,11,424,39,22,7039,621,2371,329,354,92.9,138,5,3,33,49,49,4,0,0,13,13,0,13,12,32,0,0,0,73,13,9,59.1,621,490,130,5,0,1,13,125,0,0,0,0,518,1
Riccardo Marchizza,Frosinone,1,DF,0,14,1.1,11,1,0,0,1,0.31,3,0,0,0,1,0,7,7,4,3,0,3,8,23.1,10,10,2,9,14,33,0,9,3,33.3,0.62,0.21,0,0,24.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,9,14.4,644,38,229,262,154,16,8,3,37.5,5,62.5,306,1138,561,6,3,1,1,372,39,25,7144,558,3382,187,216,86.6,197,7,5,36,72,43.1,1,0,0,7,3,0,24,9,7,0,0,0,43,9,12,42.9,558,444,112,10,0,2,24,102,0,0,0,0,423,2
Nadir Zortea,Frosinone,0,DF,0,41,2.93,31,5,2,2,1,0.5,6,0,1,0,0,1,21,14,8,13,0,10,8,45.5,12,13,5,4,25,29,1,10,4,40,0.72,0.29,0.1,0.25,22.3,0,0,0,0.4,0.4,0.04,0.6,0.6,30,14,724,31,160,296,273,21,38,17,44.7,18,47.4,337,1877,863,31,18,5,15,398,71,24,6726,572,2688,227,264,86,141,27,18,42,74,50,3,0,0,15,14,0,74,4,14,0,0,0,53,11,21,34.4,572,433,138,7,0,0,74,114,17,0,13,1,418,1
Emanuele Valeri,Frosinone,2,DF,1,37,2.83,28,4,0,1,2,0.15,1,0,0,0,0,0,19,16,10,5,4,10,11,47.6,11,14,3,9,28,22,0,19,3,15.8,1.45,0.23,0,0,24.4,0,0,0,0.9,0.9,0.05,-0.9,-0.9,16,13.1,702,42,174,275,263,28,37,12,32.4,24,64.9,285,1804,1000,38,26,6,7,342,61,24,5852,560,2970,165,199,82.9,122,13,9,41,117,34.2,3,0,0,12,8,0,73,9,16,1,0,0,62,9,9,50,560,398,160,16,1,2,73,125,18,3,14,0,341,2
Abdou Harroui,Frosinone,3,"MF,FW",0,39,3.44,27,0,4,5,0,0.35,3,0,0,1,0,0,23,13,11,11,1,8,16,50,8,19,3,6,28,8,4,36,14,38.9,2.75,1.07,0.08,0.21,21.1,0,1,1,3.1,2.3,0.07,-0.1,-0.3,28,13.1,564,11,79,276,220,32,44,19,43.2,21,47.7,308,2227,1221,43,31,8,7,378,56,25,4174,383,1016,186,216,86.1,84,12,4,38,25,60,3,0,0,21,19,1,12,6,13,0,0,0,53,12,8,60,383,361,18,4,4,2,12,6,2,1,0,0,303,4
Reinier,Frosinone,0,"MF,FW",0,34,2.89,31,3,0,0,0,0.42,5,0,0,0,0,0,21,11,6,12,3,5,20,29.4,12,24,4,10,31,5,3,15,7,46.7,1.23,0.57,0.2,0.43,16.3,0,0,0,1.3,1.3,0.09,0.7,0.7,22,12.2,528,10,67,256,211,33,18,9,50,8,44.4,269,1249,524,10,7,1,15,348,42,21,4584,401,1095,192,220,87.3,103,15,2,32,19,68.4,3,0,0,17,10,1,13,10,11,0,0,0,54,9,18,33.3,401,383,18,3,2,2,13,4,8,1,0,0,318,0
Michele Cerofolini,Frosinone,0,GK,0,1,0.13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,10.8,226,186,224,2,0,0,0,0,,0,,112,640,423,0,0,0,0,99,0,24,3261,209,2471,23,23,100,66,0,0,0,117,29.1,1,0,0,1,0,0,0,0,0,0,1,1,8,1,0,100,209,148,61,23,0,0,0,0,0,0,0,0,124,0
Kaio Jorge,Frosinone,1,FW,1,21,2.33,13,0,1,5,1,0.11,0,0,0,0,0,0,6,4,0,1,5,3,6,75,1,6,0,2,7,0,3,26,13,50,2.54,1.27,0.08,0.15,14.9,1,1,2,5.4,3.8,0.16,-2.4,-1.8,23,10.2,245,0,9,118,123,43,18,5,27.8,13,72.2,140,577,183,6,6,4,9,160,46,21,1586,159,205,73,87,83.9,29,2,0,11,9,55.6,2,0,0,8,11,2,4,2,4,0,0,0,29,8,23,25.8,159,133,26,0,0,1,4,1,0,0,0,0,116,0
Luca Garritano,Frosinone,2,"MF,DF",0,15,2.78,10,3,0,0,0,0.56,2,1,0,0,0,1,10,7,7,2,1,5,13,33.3,10,13,0,4,14,8,0,17,4,23.5,2.25,0.53,0,0,18.9,1,0,0,0.7,0.7,0.06,-0.7,-0.7,8,7.6,283,13,75,119,91,12,5,0,0,5,100,141,736,310,6,2,1,2,173,23,29,2219,220,804,82,96,85.4,43,3,1,23,32,37.5,1,0,0,6,8,0,20,4,7,0,0,0,34,3,7,30,220,203,17,4,0,2,20,5,8,3,3,0,147,0
Arijon Ibrahimović,Frosinone,0,"FW,DF",0,15,2.84,11,1,1,2,0,0.19,1,0,0,0,0,0,7,7,4,2,1,1,4,11.1,8,4,0,2,8,3,2,18,6,33.3,2.72,0.91,0.11,0.33,20.7,0,0,0,0.8,0.8,0.07,0.2,0.2,17,6.6,285,4,36,119,135,19,13,4,30.8,7,53.8,187,905,374,10,7,7,7,215,54,17,2299,225,702,105,129,81.4,47,9,1,22,13,61.5,2,0,0,4,5,2,7,2,7,0,0,0,19,5,8,38.5,225,212,11,1,0,2,7,7,3,2,0,0,163,2
Jaime Báez,Frosinone,2,"FW,MF",1,16,2.88,7,6,1,0,0,0.36,1,0,0,0,0,0,4,2,0,2,2,0,5,0,7,5,0,4,8,1,1,9,2,22.2,1.41,0.31,0.11,0.5,23.5,1,0,0,0.5,0.5,0.05,0.5,0.5,11,6.4,248,5,31,110,111,14,10,5,50,3,30,143,892,431,12,6,2,11,174,39,28,2309,202,920,68,87,78.2,50,9,0,29,33,48.5,1,0,0,7,16,6,25,4,2,1,0,0,29,4,5,44.4,202,182,20,4,0,1,25,2,14,2,10,0,141,0
Marvin Cuni,Frosinone,3,FW,1,17,2.88,11,0,1,1,1,0.17,0,0,0,0,0,0,8,3,1,3,4,3,9,75,1,10,1,1,9,0,1,10,2,20,1.61,0.32,0.1,0.5,14.3,1,0,0,1.3,1.3,0.13,-0.3,-0.3,26,6.2,198,1,12,92,97,24,14,3,21.4,8,57.1,107,481,132,6,5,2,15,146,45,22,988,115,167,48,60,80,20,2,0,11,4,75,0,0,0,14,12,3,4,1,3,2,0,0,18,16,33,32.7,115,104,10,0,0,1,4,1,0,0,0,0,82,1
Giuseppe Caso,Frosinone,3,"FW,MF",1,12,2.59,5,1,2,1,0,0.43,0,1,0,0,0,0,4,6,2,0,2,2,0,66.7,1,0,0,1,4,0,1,12,7,58.3,1.95,1.14,0.08,0.14,19.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,15,6.1,178,1,11,54,120,13,36,15,41.7,18,50,129,952,451,15,14,6,10,141,37,24,1144,112,413,67,74,90.5,17,8,0,20,4,75,3,0,0,5,17,1,5,1,6,1,0,0,13,0,2,0,112,106,6,0,1,0,5,1,5,0,0,0,95,0
Mateus Lusuardi,Frosinone,0,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,1,2,33.3,2,4,2,5,6,8,0,1,0,0,0.23,0,0,,9.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,1,4.4,176,13,57,99,20,1,1,1,100,0,0,93,505,257,2,3,0,1,115,0,19,2107,154,820,71,74,95.9,58,0,0,12,12,33.3,1,0,0,2,0,0,1,5,4,0,1,0,7,3,1,75,154,134,19,4,0,0,1,15,0,0,0,0,134,1
Mehdi Bourabia,Frosinone,0,MF,0,4,1.79,3,0,0,1,0,0,0,0,0,0,0,0,5,5,1,4,0,2,3,50,2,3,0,2,5,4,0,2,0,0,0.53,0,0,,17.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,8,3.8,129,5,34,70,26,2,1,0,0,1,100,66,250,78,1,1,0,0,80,8,31,914,98,218,52,61,85.2,15,1,1,7,7,28.6,2,0,0,7,3,1,2,2,5,0,2,0,19,2,3,40,98,96,2,2,1,0,2,0,0,0,0,0,76,0
Kevin Bonifazi,Frosinone,0,DF,0,3,0.87,3,0,0,0,0,0,0,0,0,0,0,0,5,3,2,3,0,2,1,66.7,1,1,0,3,8,9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,3.6,172,21,87,76,9,1,2,1,50,0,0,92,485,236,2,1,0,2,112,1,27,2029,145,731,60,64,93.8,57,1,0,7,14,35.7,0,0,0,4,1,0,1,3,3,0,0,0,15,6,7,46.2,145,133,12,8,0,1,1,4,0,0,0,0,123,0
Demba Seck,Frosinone,0,"FW,MF",0,12,3.64,11,0,0,1,0,0.3,1,0,0,0,0,0,7,4,2,3,2,4,3,80,1,3,0,1,8,1,0,7,2,28.6,2.11,0.6,0,0,16.8,0,0,0,1.1,1.1,0.16,-1.1,-1.1,7,3.3,141,1,11,60,72,13,13,4,30.8,7,53.8,89,661,318,11,9,6,3,98,23,22,959,92,206,50,57,87.7,20,2,0,9,2,100,0,0,0,9,7,2,2,1,4,0,0,0,9,3,7,30,92,89,3,1,0,0,2,1,1,0,0,0,74,0
Giorgi Kvernadze,Frosinone,0,"FW,DF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,2,1,100,0,1,0,2,4,0,0,3,2,66.7,1.4,0.93,0,0,,0,0,0,0,0,,0,0,4,2.1,49,0,8,22,19,1,5,3,60,2,40,29,206,49,0,1,0,3,37,6,20,498,36,57,17,18,94.4,10,0,0,1,4,75,1,0,0,7,3,0,9,2,0,0,0,0,4,0,0,,36,32,4,0,0,0,9,4,0,0,0,0,31,0
Farés Ghedjemis,Frosinone,0,"FW,MF",0,4,1.98,3,0,1,0,0,0.49,0,0,1,0,0,0,2,0,1,0,1,0,2,0,2,2,0,1,3,2,0,3,2,66.7,1.48,0.99,0,0,17.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,5,2,84,2,14,29,44,11,7,2,28.6,5,71.4,47,360,119,7,2,5,2,59,19,20,638,61,71,29,32,90.6,15,2,0,2,4,25,1,0,0,2,0,1,6,1,0,0,0,0,10,1,2,33.3,61,60,1,0,0,0,6,1,0,0,0,0,48,0
Gennaro Borrelli,Frosinone,0,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,100,1.02,1.02,0,0,,0,0,0,0,0,,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,11,2,1,0,0,0,1,1,23,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Karlo Lulić,Frosinone,0,MF,0,1,4.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,0,1,1,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0.5,14,0,2,10,2,0,0,0,,0,,10,49,15,1,1,0,0,9,0,27,106,12,28,5,6,83.3,3,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,12,12,0,0,0,0,0,0,0,0,0,0,8,0
Luigi Canotto,Frosinone,0,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0.2,4,0,2,2,0,0,1,1,100,0,0,5,9,4,0,0,0,2,3,1,29,21,3,9,2,2,100,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,3,2,1,1,0,0,0,0,0,0,0,0,2,0
Przemysław Szymiński,Frosinone,0,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0.1,3,1,3,0,0,0,0,0,,0,,1,6,0,0,0,0,0,0,0,29,9,2,10,1,1,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,2,2,0,0,0,0,0,0,0,0,0,0,1,0
Rubén Alcaraz,Cádiz,2,MF,0,75,2.15,52,10,1,7,3,0.14,3,0,0,2,0,2,97,59,39,52,6,50,46,41.3,71,60,14,33,130,55,3,46,10,21.7,1.32,0.29,0.02,0.1,24.9,8,2,2,3.3,1.7,0.04,-0.3,-0.7,28,34.8,1970,91,470,1193,328,28,23,10,43.5,11,47.8,997,4688,1909,27,27,3,27,1135,37,32,23608,1582,6666,577,637,90.6,487,16,3,154,303,55.1,14,0,0,84,71,1,36,33,59,0,0,0,234,47,49,49,1582,1462,106,85,1,42,36,7,8,1,7,0,1271,14
Jeremías Ledesma,Cádiz,0,GK,0,7,0.21,3,4,0,0,0,0.06,1,1,0,0,0,3,1,1,1,0,0,1,0,25,3,0,0,0,1,15,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,33.9,1261,992,1248,17,0,0,2,2,100,0,0,652,4356,3096,0,0,0,0,421,0,30,26714,1186,23314,77,79,97.5,245,0,0,0,850,43.2,0,0,0,1,5,0,0,0,1,0,0,0,54,6,3,66.7,1186,734,447,163,0,1,0,0,0,0,0,0,689,5
Chris Ramos,Cádiz,7,"FW,MF",2,39,1.34,17,0,7,7,1,0.07,0,0,0,0,0,0,28,15,9,15,4,8,16,29.6,19,23,7,9,37,44,5,76,27,35.5,2.62,0.93,0.07,0.19,12,0,0,0,10.1,10.1,0.13,-5.1,-5.1,95,29,896,51,100,323,479,136,69,18,26.1,44,63.8,431,1951,701,31,24,21,53,645,102,26,3305,486,630,181,275,65.8,65,9,1,28,16,43.8,5,0,0,61,46,12,12,9,15,2,0,0,60,172,164,51.2,486,469,13,0,0,0,12,3,0,0,0,0,274,4
Isaac Carcelen,Cádiz,1,DF,0,43,1.48,32,7,1,2,0,0,0,0,0,0,0,2,50,31,30,15,5,25,17,55.6,20,24,7,27,77,87,0,10,3,30,0.34,0.1,0,0,20.2,1,0,0,0.6,0.6,0.06,-0.6,-0.6,19,29,1425,98,432,647,351,11,22,13,59.1,9,40.9,563,2560,1250,25,29,1,19,671,70,30,14161,1163,5158,418,485,86.2,346,16,9,75,163,38.7,2,0,0,16,44,5,67,27,31,0,0,0,129,22,36,37.9,1163,894,263,24,0,7,67,234,5,0,5,0,851,6
Fali,Cádiz,0,DF,0,17,0.6,15,1,0,0,1,0,0,0,0,0,0,0,41,26,29,11,1,21,14,58.3,15,38,24,27,68,120,0,11,3,27.3,0.39,0.11,0,0,15.6,0,0,0,0.8,0.8,0.07,-0.8,-0.8,6,28.3,1307,191,647,615,52,18,5,3,60,1,20,643,3354,2047,16,8,0,2,696,10,29,17510,1050,6817,215,243,88.5,440,5,1,82,278,49.3,12,0,0,23,19,0,10,27,26,0,0,0,127,39,39,50,1050,989,54,49,5,21,10,0,0,0,0,0,799,7
Javi Hernández ,Cádiz,1,DF,0,63,2.26,39,18,1,2,2,0.21,3,2,0,1,0,1,43,24,26,12,5,25,25,54.3,21,34,9,19,62,72,1,30,8,26.7,1.07,0.29,0.03,0.13,24,6,0,0,1.4,1.4,0.05,-0.4,-0.4,30,27.9,1571,112,509,669,412,29,32,13,40.6,17,53.1,685,3932,2182,40,44,6,13,760,57,25,15773,1292,7452,449,524,85.7,350,24,18,94,242,38.4,10,0,0,45,19,1,127,19,24,0,0,0,139,31,27,53.4,1292,992,299,62,1,4,127,193,44,15,22,0,922,1
Roberto Navarro,Cádiz,8,"MF,FW",0,95,4.53,58,11,12,4,2,0.1,1,1,0,0,0,1,46,29,20,21,5,22,33,51.2,21,33,0,19,65,7,1,31,9,29,1.43,0.41,0.03,0.11,19.1,0,0,0,2.1,2.1,0.07,-1.1,-1.1,60,21.7,1040,14,144,437,491,48,116,54,46.6,55,47.4,659,4823,2530,81,69,15,37,673,119,21,7268,737,2156,336,387,86.8,132,26,11,70,88,35.2,0,1,0,15,29,4,103,19,29,0,0,0,125,12,19,38.7,737,672,59,9,2,0,103,6,43,20,17,0,531,6
Víctor Chust,Cádiz,0,DF,0,16,0.77,15,0,0,1,0,0.05,1,0,0,0,0,1,29,18,23,5,1,18,6,56.3,14,27,21,11,40,92,0,4,0,0,0.18,0,0,,9.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3,7,21.7,1223,147,647,552,28,13,2,1,50,1,50,693,3929,1732,10,2,0,1,742,2,23,16808,1040,7302,288,317,90.9,416,4,0,80,230,51.3,4,2,0,15,6,0,3,11,18,0,0,0,83,26,25,51,1040,994,38,30,0,12,3,3,0,0,0,0,831,8
Gonzalo Escalante,Cádiz,0,MF,0,21,1.11,18,0,0,1,2,0.11,2,0,0,0,0,2,39,24,16,14,9,20,18,36.4,35,23,5,26,65,33,1,14,3,21.4,0.74,0.16,0.07,0.33,17.4,0,0,0,1.9,1.9,0.14,-0.9,-0.9,17,18.9,907,50,221,549,141,19,7,3,42.9,4,57.1,397,1557,679,4,9,0,12,511,14,30,8811,711,2359,274,321,85.4,197,7,0,66,91,51.6,2,1,0,31,14,2,5,26,24,0,0,0,91,31,30,50.8,711,689,15,7,2,2,5,1,0,0,0,0,537,7
Iván Alejo,Cádiz,8,MF,2,37,1.97,25,3,1,0,0,0.27,3,0,0,0,0,0,40,23,23,11,6,17,20,29.8,40,20,0,7,47,17,0,11,2,18.2,0.59,0.11,0,0,21.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5,54,18.8,701,27,139,241,335,21,61,24,39.3,31,50.8,401,2974,1399,48,41,1,28,418,104,28,4241,481,1711,117,163,71.8,70,25,22,31,104,37.5,17,0,0,49,49,9,151,7,23,0,1,0,87,15,18,45.5,481,433,46,10,1,2,151,24,12,0,11,0,245,2
Rubén Sobrino,Cádiz,2,"MF,FW",0,39,2.13,31,0,3,3,0,0.05,1,0,0,0,0,0,52,28,18,26,8,22,24,43.1,29,26,2,16,68,18,0,21,3,14.3,1.14,0.16,0,0,17.9,0,0,0,1.8,1.8,0.09,-1.8,-1.8,39,18.4,780,24,162,346,279,38,41,16,39,23,56.1,416,2197,979,27,26,5,28,470,78,31,4945,526,1233,266,303,87.8,83,8,3,34,31,54.8,8,1,0,46,31,7,23,16,28,0,0,0,112,22,22,50,526,517,6,1,1,3,23,4,0,0,0,0,387,3
Lucas,Cádiz,0,DF,0,41,2.4,31,8,0,1,1,0.06,0,0,0,0,1,0,47,28,32,11,4,32,23,58.2,23,27,4,17,64,45,1,12,5,41.7,0.66,0.28,0.08,0.2,21.5,3,0,0,0.8,0.8,0.07,0.2,0.2,22,18.1,1020,54,306,447,275,14,32,15,46.9,14,43.8,487,2549,1130,30,19,3,18,513,65,22,9653,807,3843,311,351,88.6,221,21,14,47,115,42.6,6,0,0,12,6,2,77,17,28,0,0,0,92,11,23,32.4,807,632,169,14,2,4,77,145,10,6,2,0,595,6
Roger Martí,Cádiz,4,FW,0,31,2.05,20,0,0,5,2,0.26,3,0,0,1,0,0,12,6,1,9,2,2,15,28.6,5,16,1,7,19,4,2,33,12,36.4,2.19,0.79,0.06,0.17,17.8,0,0,0,2.8,2.8,0.08,-0.8,-0.8,47,15.1,503,7,33,263,216,53,10,3,30,6,60,309,1260,390,7,15,2,20,354,64,32,3085,344,656,140,191,73.3,69,6,0,19,23,39.1,3,0,0,34,28,9,9,7,6,0,0,0,58,17,34,33.3,344,313,28,1,3,2,9,0,0,0,0,0,225,3
Álex Fernández,Cádiz,0,MF,0,26,1.82,17,7,0,2,0,0.14,2,0,0,0,0,0,19,9,10,9,0,11,12,50,11,17,5,15,34,30,0,7,1,14.3,0.49,0.07,0,0,24,0,0,0,0.3,0.3,0.04,-0.3,-0.3,9,14.3,775,52,212,405,163,8,7,4,57.1,2,28.6,384,1736,783,11,20,1,12,463,26,30,8810,649,2701,278,302,92.1,191,9,4,52,86,58.1,3,0,0,5,16,0,35,15,9,0,0,0,82,13,16,44.8,649,578,67,29,0,6,35,6,20,6,10,0,539,4
Maxi Gómez,Cádiz,4,FW,0,21,1.63,13,0,0,3,1,0.08,0,0,0,1,0,0,6,4,2,3,1,3,5,60,2,8,3,3,9,3,0,16,6,37.5,1.21,0.45,0,0,14.3,1,0,0,1.6,1.6,0.1,-1.6,-1.6,33,13.2,361,5,28,159,176,47,11,4,36.4,5,45.5,203,877,269,13,10,2,20,293,54,26,1666,255,311,79,129,61.2,33,4,2,11,19,26.3,2,0,0,20,34,14,22,3,4,0,0,0,15,71,69,50.7,255,247,6,1,1,3,22,0,0,0,0,0,132,2
Juanmi,Cádiz,1,FW,0,20,2.06,16,0,2,1,0,0.1,1,0,0,0,0,0,9,4,2,7,0,2,6,22.2,7,6,0,6,15,3,3,14,7,50,1.44,0.72,0.21,0.43,12.6,0,0,0,2.5,2.5,0.18,0.5,0.5,28,9.7,327,4,27,172,133,23,23,9,39.1,13,56.5,200,954,265,7,8,5,17,223,40,30,2358,226,371,113,132,85.6,53,4,1,12,9,55.6,3,0,0,24,11,13,2,6,4,0,0,0,39,8,25,24.2,226,204,22,1,2,1,2,2,1,0,0,0,181,0
Rominigue Kouamé,Cádiz,0,MF,0,14,1.54,12,0,0,2,0,0,0,0,0,0,0,1,14,9,6,7,1,7,8,46.7,8,10,2,13,27,10,0,5,0,0,0.55,0,0,,22.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,8,9.1,501,14,121,328,58,2,10,7,70,1,10,249,1684,703,16,7,1,1,286,5,26,6129,411,1351,166,194,85.6,152,5,1,34,34,88.2,2,0,0,11,9,1,1,13,9,0,0,0,60,19,13,59.4,411,408,3,3,0,3,1,0,0,0,0,0,355,0
Joseba Zaldúa,Cádiz,1,DF,0,11,1.41,9,1,0,0,0,0.13,1,0,0,0,0,0,20,13,17,2,1,13,2,61.9,8,6,4,5,22,20,0,2,0,0,0.23,0,0,,34.5,0,0,0,0,0,0.01,0,0,7,8.8,320,28,110,117,94,8,5,2,40,2,40,148,617,247,7,7,2,3,155,33,31,2892,251,1182,95,107,88.8,73,7,4,15,34,29.4,3,0,0,15,5,2,19,5,13,0,0,1,24,10,5,66.7,251,201,49,2,0,0,19,47,0,0,0,0,182,1
