Player Name,Club Name,Country,Position,Age,90s,YellowCards,RedCards,2ndYellowCard,FoulsCommited,FoulsDrawn,Offsides,Crosses,Interceptions,TacklesWon,PenaltyKicksWon,PenaltyKicksConceeded,OwnGoals,BallsRecovered,AerialDuelWon,AerialDuelLost,AerialDuelWinningPercentage,Recov
Divock Origi,Nott'ham Forest,BEL,FW,28,8.4,1,0,0,16,8,6,14,2,4,0,0,0,16,11,17,39.3,Matches
Nuno Tavares,Nott'ham Forest,POR,DF,23,7.7,3,0,0,16,5,0,26,1,12,0,0,0,33,3,2,60.0,Matches
Odisseas Vlachodimos,Nott'ham Forest,GRE,GK,29,7.3,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,Matches
Felipe,Nott'ham Forest,BRA,DF,34,6.5,4,0,0,12,3,0,0,6,11,0,0,0,20,14,6,70.0,Matches
Joe Worrall,Nott'ham Forest,ENG,DF,26,6.1,0,1,0,4,2,0,0,3,5,0,0,0,18,12,10,54.5,Matches
Scott McKenna,Nott'ham Forest,SCO,DF,26,4.8,0,0,0,3,2,0,0,5,0,0,0,0,25,20,3,87.0,Matches
Cheikhou Kouyaté,Nott'ham Forest,SEN,MF,33,3.8,3,0,0,11,4,0,0,2,6,0,0,0,14,10,10,50.0,Matches
Brennan Johnson,Nott'ham Forest,WAL,"FW,MF",22,2.8,1,0,0,2,7,1,4,0,1,0,0,0,11,1,2,33.3,Matches
Gio Reyna,Nott'ham Forest,USA,"FW,MF",20,2.6,0,0,0,3,2,0,8,2,3,0,0,0,14,7,9,43.8,Matches
Andrey Santos,Nott'ham Forest,BRA,MF,19,1.1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,,Matches
Brandon Aguilera,Nott'ham Forest,CRC,FW,20,0.5,0,0,0,5,0,1,6,0,0,0,0,0,0,0,0,,Matches
Joe Gardner,Nott'ham Forest,ENG,DF,18,0.3,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Rodrigo Ribeiro,Nott'ham Forest,POR,"MF,FW",18,0.2,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,66.7,Matches
Andrea Consigli,Sassuolo,ITA,GK,36,36.3,1,0,0,0,3,0,0,1,0,0,0,0,32,7,0,100.0,Matches
Andrea Pinamonti,Sassuolo,ITA,FW,24,35.3,4,0,0,23,53,9,11,2,10,1,0,0,69,79,159,33.2,Matches
Armand Lauriente,Sassuolo,FRA,FW,24,34.0,5,0,0,36,58,5,142,15,20,1,0,0,138,6,28,17.6,Matches
Martin Erlic,Sassuolo,CRO,DF,25,30.4,6,0,0,32,27,0,5,30,22,0,2,0,110,55,48,53.4,Matches
Matheus Henrique,Sassuolo,BRA,MF,25,29.1,8,1,1,23,40,2,27,25,30,0,0,0,141,14,12,53.8,Matches
Kristian Thorstvedt,Sassuolo,NOR,MF,24,27.3,7,0,0,39,41,1,26,23,22,0,0,0,112,55,68,44.7,Matches
Gian Marco Ferrari,Sassuolo,ITA,DF,31,26.2,4,0,0,28,21,0,14,25,11,0,3,0,95,39,38,50.6,Matches
Jeremy Toljan,Sassuolo,GER,DF,28,25.0,1,0,0,10,9,0,54,16,13,1,1,0,103,9,16,36.0,Matches
Daniel Boloca,Sassuolo,ROU,MF,24,22.8,6,1,0,26,7,0,8,14,34,0,1,0,155,24,20,54.5,Matches
Ruan,Sassuolo,BRA,DF,24,19.8,7,1,1,26,15,0,2,26,16,1,1,0,80,34,27,55.7,Matches
Marcus Pedersen,Sassuolo,NOR,DF,23,19.4,4,0,0,14,14,0,63,10,26,0,0,0,56,9,18,33.3,Matches
Nedim Bajrami,Sassuolo,ALB,"MF,FW",24,16.6,0,0,0,13,7,3,86,7,7,0,0,0,57,2,11,15.4,Matches
Domenico Berardi,Sassuolo,ITA,FW,28,16.4,7,0,0,28,28,4,73,13,8,1,0,0,57,9,18,33.3,Matches
Josh Doig,Sassuolo,SCO,DF,21,14.9,5,0,0,15,11,0,47,16,17,0,1,0,49,15,14,51.7,Matches
Mattia Viti,Sassuolo,ITA,DF,21,13.4,1,0,0,11,16,0,1,10,19,0,1,1,45,13,10,56.5,Matches
Matías Viña,Sassuolo,URU,DF,25,12.3,2,0,0,12,9,0,31,13,21,0,0,2,45,11,15,42.3,Matches
Grégoire Defrel,Sassuolo,MTQ,"FW,MF",32,10.6,1,0,0,10,11,1,3,3,9,0,0,0,30,6,21,22.2,Matches
Uroš Račić,Sassuolo,SRB,MF,25,10.1,2,0,0,9,13,0,2,8,6,0,0,0,50,12,13,48.0,Matches
Cristian Volpato,Sassuolo,ITA,"MF,FW",19,9.3,3,0,0,18,10,1,60,4,8,0,0,0,45,7,7,50.0,Matches
Samuele Mulattieri,Sassuolo,ITA,"FW,MF",22,7.8,1,0,0,8,7,1,0,1,2,1,0,0,21,23,35,39.7,Matches
Samu Castillejo,Sassuolo,ESP,"FW,MF",28,7.6,2,0,0,14,22,1,45,3,11,0,0,0,33,2,9,18.2,Matches
Filippo Missori,Sassuolo,ITA,DF,19,5.6,0,0,0,3,4,1,11,6,4,0,0,0,8,6,1,85.7,Matches
Luca Lipani,Sassuolo,ITA,MF,18,5.5,0,0,0,6,1,0,6,6,7,0,0,0,22,5,7,41.7,Matches
Alessio Cragno,Sassuolo,ITA,GK,29,5.3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,Matches
Pedro Obiang,Sassuolo,EQG,MF,31,5.0,1,0,0,9,3,0,1,8,4,0,0,0,20,5,4,55.6,Matches
Marash Kumbulla,Sassuolo,ALB,DF,23,4.0,1,0,0,3,1,0,0,0,2,0,1,1,6,4,4,50.0,Matches
Emil Ceide,Sassuolo,NOR,"FW,MF",21,3.9,1,0,0,3,1,0,8,0,3,0,0,0,7,0,3,0.0,Matches
Maxime Lopez,Sassuolo,FRA,MF,25,2.7,1,1,0,3,3,0,0,5,2,0,0,0,10,0,1,0.0,Matches
Kevin Miranda,Sassuolo,ITA,DF,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Justin Kumi,Sassuolo,ITA,FW,19,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Marvin Schwäbe,Köln,GER,GK,28,36.3,0,0,0,0,1,0,0,0,0,0,0,0,35,5,3,62.5,Matches
Timo Hübers,Köln,GER,DF,27,33.0,8,0,0,47,26,1,3,67,52,1,0,0,211,99,49,66.9,Matches
Julian Chabot,Köln,GER,DF,25,32.4,10,1,1,29,44,4,5,49,44,0,0,0,149,101,38,72.7,Matches
Eric Martel,Köln,GER,MF,21,29.5,8,1,1,59,44,2,22,44,46,1,1,0,152,70,54,56.5,Matches
Florian Kainz,Köln,AUT,"MF,FW",30,26.1,4,1,0,22,37,1,176,14,21,0,0,0,126,12,25,32.4,Matches
Dejan Ljubicic,Köln,AUT,"MF,FW",25,23.4,6,0,0,32,13,1,31,18,28,0,0,0,112,8,11,42.1,Matches
Linton Maina,Köln,GER,"FW,MF",24,21.9,4,0,0,11,18,5,78,6,15,0,0,0,92,0,14,0.0,Matches
Max Finkgräfe,Köln,GER,"DF,FW",19,19.5,4,0,0,19,21,0,61,22,39,0,0,0,104,23,27,46.0,Matches
Rasmus Carstensen,Köln,DEN,"DF,FW",22,19.0,2,1,1,24,15,3,63,20,23,0,1,0,95,16,19,45.7,Matches
Denis Huseinbasic,Köln,BIH,MF,22,18.9,5,0,0,29,15,0,17,13,21,0,0,0,114,8,8,50.0,Matches
Jan Thielmann,Köln,GER,"FW,DF",21,17.8,4,1,0,27,28,6,43,8,18,0,0,0,75,20,27,42.6,Matches
Davie Selke,Köln,GER,FW,28,15.4,3,0,0,25,19,11,4,0,2,0,0,0,9,67,55,54.9,Matches
Benno Schmitz,Köln,GER,DF,28,15.2,5,0,0,12,12,0,53,9,18,0,0,0,59,14,22,38.9,Matches
Luca Waldschmidt,Köln,GER,"MF,FW",27,14.7,0,0,0,24,17,6,44,6,14,1,0,0,64,7,9,43.8,Matches
Leart Paqarada,Köln,KVX,DF,28,14.3,1,0,0,8,9,1,101,11,13,0,0,0,56,9,21,30.0,Matches
Faride Alidou,Köln,GER,"FW,MF",22,14.2,4,0,0,21,23,3,39,8,4,1,1,0,57,18,28,39.1,Matches
Sargis Adamyan,Köln,ARM,"FW,MF",30,9.7,2,0,0,18,14,8,5,5,9,1,0,0,30,14,37,27.5,Matches
Steffen Tigges,Köln,GER,FW,25,8.3,0,0,0,7,8,2,7,2,6,0,0,0,25,38,41,48.1,Matches
Luca Kilian,Köln,GER,DF,23,7.3,1,0,0,4,0,0,1,8,9,0,0,0,24,10,7,58.8,Matches
Dominique Heintz,Köln,GER,DF,29,6.3,0,0,0,7,4,1,23,3,5,0,0,0,30,11,11,50.0,Matches
Mark Uth,Köln,GER,"MF,FW",31,4.9,2,0,0,9,12,0,36,1,4,0,0,0,24,3,3,50.0,Matches
Jacob Christensen,Köln,DEN,MF,22,3.0,1,0,0,5,0,2,5,4,6,0,0,0,18,0,5,0.0,Matches
Mathias Olesen,Köln,LUX,"MF,FW",22,2.6,2,1,1,3,2,0,2,3,0,0,0,0,14,1,3,25.0,Matches
Damion Downs,Köln,USA,"FW,MF",19,2.0,0,0,0,1,0,0,1,0,1,0,0,0,4,1,6,14.3,Matches
Justin Diehl,Köln,GER,"FW,MF",18,1.9,0,0,0,2,4,0,18,0,0,0,0,0,8,0,2,0.0,Matches
Florian Dietz,Köln,GER,"FW,MF",24,0.8,0,0,0,1,0,0,0,0,0,0,0,0,2,2,8,20.0,Matches
Andy Pelmard,Clermont Foot,FRA,DF,23,35.2,1,0,0,16,20,0,6,36,43,0,2,0,170,25,12,67.6,Matches
Mory Diaw,Clermont Foot,SEN,GK,30,30.0,3,0,0,0,3,0,0,1,1,0,0,0,41,11,1,91.7,Matches
Neto Borges,Clermont Foot,BRA,DF,26,30.0,3,1,0,21,26,8,87,59,26,2,0,0,156,37,45,45.1,Matches
Muhammed Cham,Clermont Foot,AUT,"MF,FW",22,29.5,4,0,0,22,58,3,122,8,15,0,0,0,144,7,23,23.3,Matches
Johan Gastien,Clermont Foot,FRA,MF,35,26.2,7,0,0,32,30,1,44,39,22,0,0,0,165,17,16,51.5,Matches
Jim Allevinah,Clermont Foot,GAB,"MF,DF",28,22.6,1,0,0,15,28,1,51,16,18,0,0,0,100,16,26,38.1,Matches
Maximiliano Caufriez,Clermont Foot,BEL,DF,26,19.4,6,3,1,42,20,0,4,19,28,0,1,0,72,19,17,52.8,Matches
Yohann Magnin,Clermont Foot,FRA,MF,26,19.2,2,0,0,38,24,1,16,19,32,0,0,0,97,31,30,50.8,Matches
Shamar Nicholson,Clermont Foot,JAM,FW,26,18.4,2,0,0,20,29,15,7,0,2,2,0,0,36,47,60,43.9,Matches
Maxime Gonalons,Clermont Foot,FRA,MF,34,15.9,4,0,0,31,19,0,1,20,34,0,0,0,97,15,9,62.5,Matches
Habib Keita,Clermont Foot,MLI,MF,21,15.2,5,0,0,23,37,0,5,30,19,0,0,0,83,7,11,38.9,Matches
Mehdi Zeffane,Clermont Foot,ALG,"DF,MF",31,13.9,2,0,0,14,7,2,46,16,20,1,0,0,64,7,13,35.0,Matches
Elba Rashani,Clermont Foot,KVX,"MF,FW",30,13.8,4,2,0,29,31,3,29,12,18,1,0,0,58,24,18,57.1,Matches
Chrislain Matsima,Clermont Foot,FRA,DF,21,13.1,2,0,0,12,10,1,0,13,11,0,3,0,67,23,13,63.9,Matches
Cheick Konaté,Clermont Foot,MLI,DF,19,12.6,4,0,0,17,15,0,45,13,17,0,1,0,55,7,12,36.8,Matches
Alidu Seidu,Clermont Foot,GHA,DF,23,12.6,5,1,0,20,29,0,4,25,24,0,1,0,107,15,8,65.2,Matches
Florent Ogier,Clermont Foot,FRA,DF,34,12.5,2,0,0,13,7,0,0,11,10,0,1,1,37,23,18,56.1,Matches
Grejohn Kyei,Clermont Foot,FRA,FW,27,11.5,1,0,0,29,11,8,2,1,4,0,0,0,20,28,29,49.1,Matches
Bilal Boutobba,Clermont Foot,FRA,"FW,MF",24,11.2,1,0,0,7,29,2,62,8,14,0,0,0,54,11,11,50.0,Matches
Alan Virginius,Clermont Foot,FRA,FW,20,10.6,0,0,0,4,6,4,22,3,5,1,0,0,15,4,15,21.1,Matches
Massamba Ndiaye,Clermont Foot,SEN,GK,21,5.0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,1,66.7,Matches
Yoël Armougom,Clermont Foot,FRA,"DF,MF",25,3.6,1,0,0,1,3,1,22,3,3,0,0,0,6,2,3,40.0,Matches
Jérémy Jacquet,Clermont Foot,FRA,DF,18,2.8,0,0,0,1,3,1,1,6,3,0,0,0,9,6,4,60.0,Matches
Jérémie Bela,Clermont Foot,ANG,"MF,FW",30,2.3,0,0,0,0,4,0,14,0,1,0,0,0,8,1,3,25.0,Matches
Mateusz Wieteska,Clermont Foot,POL,DF,26,1.9,0,0,0,0,2,1,0,5,1,0,0,0,12,4,2,66.7,Matches
Komnen Andrić,Clermont Foot,SRB,FW,28,1.9,0,0,0,2,2,1,1,0,1,0,0,0,4,2,8,20.0,Matches
Ilhan Fakili,Clermont Foot,FRA,"MF,FW",17,1.0,0,0,0,1,1,0,1,1,0,0,0,0,3,0,3,0.0,Matches
Théo Borne,Clermont Foot,FRA,GK,21,1.0,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Aïman Maurer,Clermont Foot,MAR,"MF,FW",18,0.6,0,0,0,0,0,0,4,0,1,0,0,0,2,0,3,0.0,Matches
Mohamed Bouchenna,Clermont Foot,FRA,"MF,FW",17,0.3,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,,Matches
Joshua M'Bahia,Clermont Foot,CIV,MF,18,0.2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Abdellah Baallal,Clermont Foot,MAR,MF,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Thomas Kaminski,Luton Town,BEL,GK,30,37.8,3,0,0,0,3,0,0,0,1,0,0,0,63,4,0,100.0,Matches
Alfie Doughty,Luton Town,ENG,DF,23,37.5,5,0,0,40,10,14,390,32,44,0,0,0,185,23,12,65.7,Matches
Carlton Morris,Luton Town,ENG,"FW,MF",27,35.8,4,0,0,55,49,11,18,2,9,0,0,0,71,133,169,44.0,Matches
Ross Barkley,Luton Town,ENG,MF,29,33.3,6,0,0,28,41,0,48,25,22,0,0,0,201,42,34,55.3,Matches
Teden Mengi,Luton Town,ENG,DF,21,31.9,5,0,0,42,10,1,3,74,24,0,1,0,126,60,43,58.3,Matches
Chiedozie Ogbene,Luton Town,IRL,"MF,DF",26,26.9,1,0,0,9,52,10,91,7,14,2,0,0,125,28,23,54.9,Matches
Tahith Chong,Luton Town,NED,"MF,FW",23,25.5,5,0,0,27,70,4,40,8,23,0,0,0,104,9,22,29.0,Matches
Amari'i Bell,Luton Town,JAM,DF,29,23.3,0,0,0,26,21,0,16,26,38,0,0,0,98,20,22,47.6,Matches
Gabriel Osho,Luton Town,NGA,DF,24,22.5,3,0,0,25,16,1,3,31,22,0,0,0,103,36,36,50.0,Matches
Reece Burke,Luton Town,ENG,DF,26,21.8,6,0,0,23,12,1,15,25,25,0,1,0,62,46,32,59.0,Matches
Issa Kaboré,Luton Town,BFA,DF,22,19.9,7,0,0,28,32,2,69,16,28,0,0,1,102,17,18,48.6,Matches
Elijah Adebayo,Luton Town,ENG,FW,25,18.5,1,0,0,29,18,15,5,7,2,0,0,0,34,43,43,50.0,Matches
Jordan Clark,Luton Town,ENG,MF,29,16.3,6,0,0,16,27,5,24,12,17,0,0,0,59,18,15,54.5,Matches
Albert Sambi Lokonga,Luton Town,BEL,MF,23,15.9,4,0,0,22,29,0,14,13,21,0,0,0,64,15,9,62.5,Matches
Pelly Ruddock Mpanzu,Luton Town,COD,MF,30,15.8,1,0,0,9,18,0,14,13,5,0,0,0,54,12,19,38.7,Matches
Andros Townsend,Luton Town,ENG,"MF,FW",32,15.0,1,0,0,14,13,2,80,6,14,0,0,0,68,0,10,0.0,Matches
Tom Lockyer,Luton Town,WAL,DF,28,13.5,4,0,0,15,11,0,1,25,16,0,1,1,89,31,16,66.0,Matches
Marvelous Nakamba,Luton Town,ZIM,MF,29,12.8,5,0,0,26,10,0,4,11,24,0,0,0,90,4,7,36.4,Matches
Jacob Brown,Luton Town,SCO,"MF,FW",25,12.7,4,0,0,20,24,7,10,9,15,0,0,0,56,43,54,44.3,Matches
Ryan John Giles,Luton Town,ENG,"DF,MF",23,7.7,0,0,0,3,3,1,73,5,7,0,0,0,21,3,0,100.0,Matches
Cauley Woodrow,Luton Town,ENG,"FW,MF",28,7.5,2,0,0,12,4,5,11,2,12,0,0,0,21,10,16,38.5,Matches
Daiki Hashioka,Luton Town,JPN,DF,24,6.9,0,0,0,10,6,0,10,8,6,0,0,2,26,12,12,50.0,Matches
Mads Juel Andersen,Luton Town,DEN,DF,25,6.4,1,0,0,7,2,0,0,15,7,0,0,0,25,11,5,68.8,Matches
Tim Krul,Luton Town,NED,GK,35,6.0,0,0,0,0,1,0,0,0,0,,,0,,,,,Matches
Luke Berry,Luton Town,ENG,"MF,DF",31,5.4,2,0,0,10,11,0,11,1,3,0,0,0,8,7,7,50.0,Matches
Fred Onyedinma,Luton Town,ENG,"DF,MF",26,4.5,1,0,0,10,6,0,13,1,6,0,1,0,10,8,6,57.1,Matches
Joseph Johnson,Luton Town,ENG,DF,17,2.3,1,0,0,1,3,1,3,0,4,0,0,0,3,0,1,0.0,Matches
James Shea,Luton Town,ENG,GK,32,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Zack Nelson,Luton Town,ENG,"MF,DF",18,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Dara O'Shea,Burnley,IRL,DF,24,36.1,5,1,0,38,16,1,11,39,23,0,0,1,140,127,67,65.5,Matches
Sander Berge,Burnley,NOR,MF,25,35.7,11,1,1,42,20,3,12,24,48,0,0,0,202,64,48,57.1,Matches
Vitinho,Burnley,BRA,"DF,MF",24,28.7,2,0,0,30,33,7,63,14,42,1,2,0,109,19,22,46.3,Matches
James Trafford,Burnley,ENG,GK,20,28.0,2,0,0,0,5,0,0,1,1,0,0,0,40,14,3,82.4,Matches
Charlie Taylor,Burnley,ENG,DF,29,27.6,8,0,0,21,18,2,75,22,20,0,0,0,106,41,38,51.9,Matches
Josh Brownhill,Burnley,ENG,MF,27,26.4,5,1,0,41,26,2,61,35,36,0,1,0,124,34,33,50.7,Matches
Wilson Odobert,Burnley,FRA,"MF,FW",18,25.3,3,0,0,9,20,2,36,6,13,0,0,0,94,8,15,34.8,Matches
Josh Cullen,Burnley,IRL,MF,27,25.2,10,0,0,28,60,1,27,17,32,0,0,0,141,19,24,44.2,Matches
Zeki Amdouni,Burnley,SUI,FW,22,23.1,2,0,0,24,41,3,8,9,19,1,0,0,79,15,56,21.1,Matches
Lyle Foster,Burnley,RSA,"FW,MF",22,21.7,0,1,0,25,11,15,3,3,10,0,0,0,51,50,106,32.1,Matches
Jacob Bruun Larsen,Burnley,DEN,"MF,FW",24,16.7,1,0,0,14,8,13,65,8,5,0,0,0,64,12,28,30.0,Matches
Maxime Estève,Burnley,FRA,DF,21,14.5,6,0,0,25,16,0,5,27,10,0,0,0,62,26,22,54.2,Matches
Jóhann Berg Guðmundsson,Burnley,ISL,"MF,FW",32,14.2,2,0,0,10,20,2,76,16,4,0,0,0,56,14,21,40.0,Matches
Arijanet Muric,Burnley,KVX,GK,24,14.0,1,0,0,0,5,0,0,0,1,0,0,1,21,3,0,100.0,Matches
Ameen Al-Dakhil,Burnley,BEL,DF,21,13.7,2,0,0,9,4,0,3,14,7,0,1,1,50,14,23,37.8,Matches
Jordan Beyer,Burnley,GER,DF,23,13.7,6,0,0,11,6,0,0,16,20,0,0,0,57,28,26,51.9,Matches
Lorenz Assignon,Burnley,TOG,DF,23,13.7,5,1,1,33,16,1,29,19,17,0,2,0,67,13,17,43.3,Matches
Jay Rodriguez,Burnley,ENG,FW,34,11.6,1,0,0,25,7,9,2,1,11,0,0,0,25,21,38,35.6,Matches
Luca Koleosho,Burnley,ITA,"MF,FW",18,10.8,0,0,0,18,13,8,23,2,4,1,0,0,46,2,27,6.9,Matches
David Datro Fofana,Burnley,CIV,FW,20,9.8,1,0,0,17,10,9,3,1,5,0,0,0,22,13,33,28.3,Matches
Hannes Delcroix,Burnley,BEL,DF,24,9.5,2,0,0,7,2,0,5,13,10,0,0,0,29,8,9,47.1,Matches
Connor Roberts,Burnley,WAL,DF,27,9.5,5,1,1,7,11,3,11,4,5,0,0,0,40,6,7,46.2,Matches
Aaron Ramsey,Burnley,ENG,"MF,FW",20,7.2,1,0,0,9,3,1,2,3,17,0,1,0,24,4,5,44.4,Matches
Mike Trésor,Burnley,BEL,"FW,MF",24,6.6,1,0,0,6,4,4,39,2,9,0,0,0,28,1,9,10.0,Matches
Hjalmar Ekdal,Burnley,SWE,DF,24,5.5,3,0,0,9,2,0,1,6,2,0,0,0,26,4,9,30.8,Matches
Anass Zaroury,Burnley,MAR,"FW,MF",22,3.7,0,1,0,6,7,0,21,1,4,0,0,0,8,0,1,0.0,Matches
Nathan Redmond,Burnley,ENG,"FW,MF",29,3.4,1,0,0,7,4,2,6,0,3,0,0,0,6,1,1,50.0,Matches
Benson Manuel,Burnley,ANG,"MF,FW",26,1.6,0,0,0,1,4,0,11,2,2,0,0,0,6,0,4,0.0,Matches
Jack Cork,Burnley,ENG,MF,34,1.4,0,0,0,4,1,0,1,2,0,0,0,0,2,0,2,0.0,Matches
Han-Noah Massengo,Burnley,FRA,"MF,DF",22,0.5,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1,0.0,Matches
Michael Obafemi,Burnley,IRL,"FW,MF",23,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
Luís Maximiano,Almería,POR,GK,24,34.0,1,0,0,1,3,0,0,0,0,0,1,0,42,4,0,100.0,Matches
Édgar González,Almería,ESP,"DF,MF",26,29.0,8,1,1,29,9,3,2,40,22,0,1,0,93,70,59,54.3,Matches
Juan Brandáriz,Almería,ESP,DF,24,28.3,4,0,0,24,10,0,2,14,24,0,1,0,93,43,31,58.1,Matches
Adri Embarba,Almería,ESP,"FW,MF",31,27.5,5,0,0,37,40,16,171,15,37,0,0,0,141,25,43,36.8,Matches
Lucas Robertone,Almería,ARG,MF,26,26.8,11,0,0,38,58,2,69,52,35,0,0,0,163,38,29,56.7,Matches
Sergio Arribas,Almería,ESP,"MF,FW",21,24.2,1,0,0,14,42,1,67,17,18,0,0,0,91,19,24,44.2,Matches
Dion Lopy,Almería,SEN,MF,21,23.3,5,0,0,34,43,0,8,16,44,0,0,0,149,31,12,72.1,Matches
Léo Baptistão,Almería,BRA,FW,30,21.2,6,1,0,22,32,13,27,11,16,0,0,0,85,48,70,40.7,Matches
Marc Pubill,Almería,ESP,DF,20,20.9,2,0,0,21,34,0,68,15,23,0,0,0,93,25,20,55.6,Matches
César Montes,Almería,MEX,DF,26,19.9,7,1,1,24,11,2,3,11,13,0,0,0,64,59,24,71.1,Matches
Sergio Akieme,Almería,ESP,DF,25,18.6,2,0,0,18,17,1,57,10,15,0,2,0,99,10,15,40.0,Matches
Largie Ramazani,Almería,BEL,"FW,MF",22,18.4,12,2,2,29,24,10,34,35,8,1,0,0,81,5,25,16.7,Matches
Iddrisu Baba,Almería,GHA,MF,27,16.9,5,0,0,30,35,0,4,13,27,0,1,0,123,30,17,63.8,Matches
Gonzalo Melero,Almería,ESP,"MF,FW",29,13.2,3,0,0,23,20,1,4,6,8,0,0,0,41,19,22,46.3,Matches
Alejandro Pozo Pozo,Almería,ESP,"DF,MF",24,12.1,3,0,0,16,10,0,42,8,13,0,0,0,50,5,9,35.7,Matches
Álex Centelles,Almería,ESP,DF,25,11.9,2,0,0,10,14,1,49,18,7,0,1,0,42,15,11,57.7,Matches
Luis Javier Suárez,Almería,COL,FW,25,10.2,3,0,0,18,18,4,7,0,5,0,0,0,17,10,33,23.3,Matches
Jonathan Viera,Almería,ESP,MF,33,10.1,3,1,1,10,16,4,6,4,9,0,0,0,36,3,6,33.3,Matches
Bruno Langa,Almería,MOZ,DF,25,9.1,1,1,0,4,12,0,16,4,12,0,0,0,37,2,6,25.0,Matches
Anthony Lozano,Almería,HON,FW,30,8.6,1,0,0,22,20,5,4,2,5,1,0,0,20,21,44,32.3,Matches
Kaiky,Almería,BRA,DF,19,7.4,2,0,0,9,0,0,1,4,4,0,1,0,14,11,11,50.0,Matches
Aleksandar Radovanović,Almería,SRB,DF,29,6.3,2,0,0,7,2,0,0,11,7,0,0,0,13,14,9,60.9,Matches
Houboulang Mendes,Almería,GNB,DF,25,5.9,1,0,0,8,11,1,8,4,14,0,0,0,23,7,5,58.3,Matches
Marcos Peña,Almería,ESP,MF,18,4.9,3,0,0,8,4,0,0,13,14,0,0,0,26,3,4,42.9,Matches
Luka Romero,Almería,ARG,FW,18,4.9,2,0,0,8,11,0,2,1,1,0,0,0,22,2,6,25.0,Matches
Arnau Puigmal,Almería,ESP,"FW,DF",22,4.5,3,0,0,13,7,1,20,4,2,0,1,0,16,1,3,25.0,Matches
Lázaro,Almería,BRA,"FW,MF",21,4.3,0,0,0,4,12,2,20,1,1,0,0,0,13,4,11,26.7,Matches
Marko Milovanović,Almería,SRB,"FW,MF",19,4.2,0,0,0,19,6,4,1,0,6,0,0,0,9,13,23,36.1,Matches
Fernando,Almería,ESP,GK,33,4.0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,100.0,Matches
Ibrahima Koné,Almería,MLI,FW,24,3.1,0,0,0,3,4,6,2,0,0,0,0,0,7,9,10,47.4,Matches
Diego Mariño,Almería,ESP,GK,33,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Marciano Tchami,Almería,GNB,"FW,MF",19,1.1,0,0,0,3,2,0,2,0,2,0,0,0,2,4,4,50.0,Matches
Srđan Babić,Almería,SRB,DF,27,1.0,0,0,0,2,0,0,0,0,2,0,0,0,4,3,1,75.0,Matches
Rachad Fettal,Almería,MAR,FW,18,0.7,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,100.0,Matches
Paco Sanz,Almería,ESP,DF,18,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Carlos Neva,Granada,ESP,DF,27,35.0,4,0,0,22,44,0,83,30,21,0,0,0,135,27,31,46.6,Matches
Ignasi Miquel,Granada,ESP,DF,30,33.4,5,0,0,32,27,0,3,45,30,0,0,0,136,56,55,50.5,Matches
Gerard Gumbau,Granada,ESP,MF,28,30.1,12,0,0,62,26,0,153,25,35,0,0,0,126,23,24,48.9,Matches
Lucas Boyé,Granada,ARG,FW,27,28.2,8,1,0,72,43,8,14,10,25,0,0,0,113,58,77,43.0,Matches
Sergio Ruiz,Granada,ESP,MF,28,27.9,9,0,0,42,66,0,17,28,46,0,1,0,177,32,30,51.6,Matches
Myrto Uzuni,Granada,ALB,FW,28,27.2,3,0,0,26,19,18,11,4,14,0,0,0,59,11,59,15.7,Matches
Ricard Sánchez ,Granada,ESP,DF,23,25.5,8,0,0,27,21,5,82,13,18,0,1,0,97,19,18,51.4,Matches
Gonzalo Villar,Granada,ESP,MF,25,20.7,8,0,0,48,67,2,24,6,35,1,0,0,131,31,17,64.6,Matches
Bryan Zaragoza,Granada,ESP,"MF,FW",22,18.2,5,0,0,12,33,14,98,3,9,1,0,0,56,4,9,30.8,Matches
Miguel Ángel Rubio,Granada,ESP,DF,25,17.3,5,0,0,20,11,1,0,28,12,0,0,0,77,58,30,65.9,Matches
