Player Name,Club Name,Touches,Position,Miscontrols,Receiving,Touches,TouchesInDefensivePenaltyArea,TouchesInDefensive1/3rd,TouchesInMid1/3rd,TouchesInAtt1/3rd,TouchesInAttackingPenaltyArea,TakeOnsAttempted,SucessfulTakeOns,SucessfulTakeOns%,TimesTackledByADefDuringTakeOn,TimesTackledByADefDuringTakeOn%,NumberOfCarries,DistanceTravelledInCarries(Yards),DistanceTravelledInCarries(Yards)TowardsOpponentGoal,CarriesThatReachesCloseToOpponentGoal(DistTravelled>10Yards),CarriesInFinalThird,CarriesInPenaltyArea,PassesRecieved,DisPossesed,ProgressivePassesRecieved
Danilho Doekhi,Union Berlin,1343,DF,10,27.9,1343,173,703,581,66,28,4,2,50,0,0,652,2983,1706,7,16,1,4,796,7
Robin Knoche,Union Berlin,1545,DF,19,26.3,1546,154,815,704,37,17,5,3,60,1,20,844,4123,2328,8,6,0,0,936,3
Christopher Trimmel,Union Berlin,1178,"FW,DF",12,20.8,1178,73,311,488,392,12,10,6,60,3,30,470,2012,1119,23,22,0,6,564,69
Lucas Tousart,Union Berlin,874,MF,41,20.2,874,64,265,443,177,48,23,10,43.5,13,56.5,381,1947,864,17,15,5,15,440,37
Josip Juranović,Union Berlin,1078,DF,18,19.7,1079,76,344,445,302,15,28,12,42.9,12,42.9,441,2681,1409,29,19,4,7,470,52
Alex Král,Union Berlin,748,MF,19,19.2,748,42,194,388,174,18,13,6,46.2,5,38.5,348,2055,1043,21,22,1,13,405,44
Rani Khedira,Union Berlin,739,MF,13,19,739,49,233,423,90,8,8,4,50,3,37.5,257,1226,365,6,7,0,10,342,17
Kevin Behrens,Union Berlin,603,FW,44,18.7,603,30,58,274,277,84,9,5,55.6,3,33.3,300,1209,432,15,15,5,16,440,109
Kevin Volland,Union Berlin,644,"FW,MF",40,18.3,647,9,84,288,279,56,21,7,33.3,14,66.7,327,1286,432,15,9,8,26,440,111
Janik Haberer,Union Berlin,844,MF,20,17.9,844,33,193,438,218,25,24,10,41.7,13,54.2,346,1410,600,16,11,1,5,477,49
Aïssa Laïdouni,Union Berlin,810,MF,22,16.6,810,26,169,409,249,29,37,16,43.2,19,51.4,457,2470,1127,33,22,7,26,531,51
Brenden Aaronson,Union Berlin,741,MF,45,16.2,741,17,130,329,310,53,79,35,44.3,42,53.2,434,2825,1448,37,29,9,39,492,95
Benedict Hollerbach,Union Berlin,659,"FW,MF",66,15.1,659,9,70,289,316,77,74,30,40.5,41,55.4,408,3029,1220,49,28,24,52,473,126
Kevin Vogt,Union Berlin,873,DF,9,14.7,873,163,531,331,12,7,1,1,100,0,0,431,2363,1360,1,0,0,1,540,1
András Schäfer,Union Berlin,776,MF,34,13.5,776,24,187,333,269,36,50,21,42,26,52,378,2213,994,37,25,12,20,451,71
Jérôme Roussillon,Union Berlin,609,DF,19,13.3,609,41,194,266,162,8,17,8,47.1,8,47.1,289,1234,680,18,13,2,10,294,43
Sheraldo Becker,Union Berlin,468,FW,19,12.9,468,8,51,143,284,42,26,6,23.1,14,53.8,280,2252,1151,51,24,14,5,316,103
David Datro Fofana,Union Berlin,363,FW,41,10.8,363,11,28,125,219,51,58,24,41.4,29,50,228,1512,603,23,19,14,32,264,80
Leonardo Bonucci,Union Berlin,409,DF,2,8,410,58,201,196,15,1,2,1,50,1,50,214,757,366,0,0,0,1,236,1
Yorbe Vertessen,Union Berlin,241,"FW,MF",26,6.6,241,3,30,87,128,33,33,14,42.4,18,54.5,132,714,297,10,6,8,10,172,39
Mikkel Kaufmann,Union Berlin,215,FW,27,5.8,215,4,21,102,92,26,10,3,30,7,70,89,412,129,6,1,4,10,141,34
Paul Jaeckel,Union Berlin,233,DF,2,4.5,233,24,123,105,7,2,2,1,50,0,0,125,523,277,3,1,0,1,143,3
Chris Bedia,Union Berlin,40,"FW,MF",6,1.6,40,2,2,17,23,8,2,2,100,0,0,23,80,31,1,1,1,1,30,6
Alexander Schwolow,Union Berlin,41,GK,0,1,41,36,41,0,0,0,0,0,,0,,10,56,39,0,0,0,0,18,0
Jordan Pefok,Union Berlin,12,FW,4,0.6,12,0,2,4,6,3,0,0,,0,,5,13,0,0,0,0,1,8,1
Aljoscha Kemlein,Union Berlin,16,MF,1,0.4,16,2,7,7,2,0,1,1,100,0,0,7,41,31,0,0,0,0,6,1
Miloš Pantović,Union Berlin,10,MF,1,0.2,10,0,4,4,2,1,1,1,100,0,0,7,28,18,1,0,1,0,7,1
Manuel Riemann,Bochum,1820,GK,2,34.3,1820,1045,1649,172,5,0,1,1,100,0,0,1108,6090,4104,0,1,0,0,919,0
Bernardo,Bochum,2103,DF,32,33.8,2103,200,761,1070,286,51,23,12,52.2,9,39.1,796,3775,1777,26,23,1,16,923,38
Kevin Stöger,Bochum,2380,MF,45,31,2384,35,247,1287,878,55,65,25,38.5,31,47.7,1195,6163,3142,81,72,8,40,1464,139
Anthony Losilla,Bochum,1192,MF,27,29.4,1192,69,271,700,229,56,23,10,43.5,13,56.5,431,1376,547,11,11,2,12,563,42
Erhan Mašović,Bochum,1012,"DF,MF",15,26,1012,101,421,495,104,28,6,3,50,2,33.3,402,2105,967,15,11,0,6,459,10
Keven Schlotterbeck,Bochum,1329,DF,12,24.3,1329,200,655,573,108,66,8,6,75,2,25,580,2496,1414,9,4,2,0,635,15
Takuma Asano,Bochum,636,"FW,MF",47,23.2,636,17,71,218,363,95,37,16,43.2,18,48.6,378,2790,1280,56,27,28,33,428,167
Ivan Ordets,Bochum,936,DF,4,22.2,936,159,458,398,84,57,1,0,0,0,0,302,1384,573,5,3,0,0,353,7
Patrick Osterhage,Bochum,1081,MF,33,20.9,1081,58,252,592,251,29,38,17,44.7,19,50,547,2899,1232,26,16,3,17,603,65
Matúš Bero,Bochum,737,"MF,FW",31,19.3,737,49,142,352,254,33,19,4,21.1,14,73.7,334,1448,543,12,15,2,17,395,71
Philipp Hofmann,Bochum,581,FW,43,18.8,581,16,45,282,257,84,15,9,60,6,40,256,907,208,7,6,2,14,435,86
Moritz Broschinski,Bochum,399,FW,47,14.4,399,9,24,141,238,58,31,11,35.5,19,61.3,222,1088,397,18,10,9,35,291,92
Christopher Antwi-Adjei,Bochum,614,"FW,MF",31,14.4,614,10,74,170,378,51,35,7,20,24,68.6,318,2169,1071,50,22,17,24,380,138
Cristian Gamboa,Bochum,603,DF,11,13.7,603,38,189,305,117,1,12,5,41.7,4,33.3,276,1235,527,12,11,0,3,282,16
Maximilian Wittek,Bochum,642,"DF,FW",14,11.9,642,30,146,284,216,18,24,10,41.7,9,37.5,278,1291,623,17,9,4,5,316,64
Felix Passlack,Bochum,517,DF,12,11.5,517,20,105,244,172,13,9,6,66.7,3,33.3,200,977,463,10,7,1,4,240,42
Tim Oermann,Bochum,356,DF,10,7.9,356,41,115,176,71,2,10,5,50,5,50,120,741,346,6,9,2,5,128,7
Gonçalo Paciência,Bochum,301,"FW,MF",29,7.2,301,8,22,140,141,37,27,12,44.4,14,51.9,177,670,289,9,6,3,27,227,50
Lukas Daschner,Bochum,251,"MF,FW",15,6.5,251,2,23,97,136,24,22,12,54.5,8,36.4,140,741,318,11,11,3,8,164,37
Philipp Förster,Bochum,250,"MF,FW",9,4.3,250,2,24,114,114,9,4,1,25,1,25,125,660,276,7,10,1,7,149,19
Danilo Soares,Bochum,227,DF,6,3.9,227,18,70,116,48,1,7,6,85.7,0,0,93,447,173,3,1,0,2,95,8
Noah Loosli,Bochum,177,DF,3,3.8,177,18,76,83,19,4,1,1,100,0,0,74,309,119,1,1,0,0,69,3
Moritz-Broni Kwarteng,Bochum,153,FW,15,3.1,153,0,14,65,76,15,18,7,38.9,8,44.4,95,637,250,8,6,3,5,99,24
Andreas Luthe,Bochum,50,GK,0,1,50,29,50,0,0,0,0,0,,0,,31,117,48,0,0,0,0,30,0
Simon Zoller,Bochum,10,"FW,MF",1,0.9,10,1,1,8,1,0,0,0,,0,,2,9,0,0,0,0,0,6,0
Sebastiano Luperto,Empoli,2130,DF,12,38.8,2130,297,1165,876,103,29,9,7,77.8,2,22.2,1172,5285,2754,13,12,0,1,1312,13
Youssef Maleh,Empoli,1328,MF,40,28.9,1328,52,317,681,344,28,16,8,50,7,43.8,605,2646,1233,17,25,4,18,754,65
Nicolò Cambiaghi,Empoli,1010,"FW,MF",59,28.4,1010,7,86,357,587,115,86,29,33.7,41,47.7,705,6203,2858,128,51,48,36,744,197
Elia Caprile,Empoli,895,GK,1,24,895,716,889,7,0,0,0,0,,0,,469,2407,1471,0,0,0,0,408,0
Ardian Ismajli,Empoli,1282,DF,10,23.7,1282,192,726,505,54,18,3,0,0,3,100,643,2991,1434,9,2,1,1,706,3
Sebastian Walukiewicz,Empoli,1280,DF,15,22.8,1280,235,775,485,33,6,10,8,80,2,20,699,4205,2406,14,13,0,2,764,5
Liberato Cacace,Empoli,1341,DF,23,22,1341,74,442,614,306,17,53,23,43.4,26,49.1,690,3935,2109,34,29,4,20,703,55
Emmanuel Gyasi,Empoli,739,"DF,FW",25,21.8,739,49,187,351,212,34,21,3,14.3,15,71.4,398,1793,639,15,14,4,21,432,60
Alberto Grassi,Empoli,1085,MF,13,21.1,1085,67,324,625,143,16,10,5,50,4,40,525,2436,957,13,13,0,7,615,13
Răzvan Marin,Empoli,1101,MF,24,20.8,1101,36,230,591,289,15,30,15,50,14,46.7,544,2691,1243,21,17,5,19,654,24
Matteo Cancellieri,Empoli,673,"FW,MF",56,19.9,673,20,100,253,339,78,100,37,37,46,46,426,3168,1381,48,36,28,35,466,138
Bartosz Bereszyński,Empoli,1048,DF,19,19.6,1048,74,374,537,147,3,27,13,48.1,11,40.7,485,2551,1219,15,10,3,6,539,18
Francesco Caputo,Empoli,289,FW,21,15.1,290,4,15,146,132,49,10,5,50,4,40,175,656,204,7,6,4,12,221,65
Etrit Berisha,Empoli,532,GK,1,14,532,456,530,2,0,0,0,0,,0,,314,1627,997,0,0,0,0,245,0
Jacopo Fazzini,Empoli,714,MF,32,13.7,714,24,160,324,242,36,41,20,48.8,17,41.5,364,2063,939,24,19,7,21,382,51
Tyronne Ebuehi,Empoli,668,DF,19,12.8,668,44,266,258,150,20,13,4,30.8,7,53.8,345,2020,1217,34,14,6,4,360,35
Giuseppe Pezzella,Empoli,707,DF,11,12.4,707,38,221,305,186,7,25,10,40,14,56,364,2324,1406,44,22,1,6,399,36
Szymon Żurkowski,Empoli,351,MF,19,9.6,351,10,56,189,111,14,15,4,26.7,9,60,207,1162,561,17,15,2,19,221,37
Tommaso Baldanzi,Empoli,347,"MF,FW",19,8.3,347,2,28,151,176,26,26,7,26.9,16,61.5,230,1420,641,20,16,6,13,260,40
Simone Bastoni,Empoli,464,"MF,DF",12,8.3,464,29,123,216,132,12,9,4,44.4,5,55.6,206,995,465,12,11,0,9,240,26
M'Baye Niang,Empoli,249,FW,34,7.9,253,15,27,110,118,36,16,5,31.3,9,56.3,146,748,292,13,8,10,12,204,43
Viktor Kovalenko,Empoli,313,MF,9,6.8,313,8,54,165,94,13,9,2,22.2,7,77.8,165,539,201,4,0,1,6,210,24
Alberto Cerri,Empoli,189,FW,13,6.1,189,7,17,89,85,18,6,1,16.7,5,83.3,98,360,149,3,7,1,12,145,23
Filippo Ranocchia,Empoli,284,"MF,DF",12,5.3,284,19,69,165,51,4,10,6,60,2,20,158,899,359,5,4,0,8,174,11
Steven Shpendi,Empoli,125,"FW,MF",20,4.8,125,0,8,61,58,20,8,2,25,5,62.5,81,346,103,3,1,2,9,95,32
Mattia Destro,Empoli,107,"FW,MF",11,4.1,107,1,7,55,46,18,4,1,25,1,25,53,267,114,4,3,3,2,78,19
Daniel Maldini,Empoli,135,"FW,MF",11,2.9,135,1,10,66,63,8,17,7,41.2,10,58.8,68,456,197,7,7,2,5,87,10
Roberto Piccoli,Empoli,10,FW,1,1.4,10,0,0,4,6,1,1,0,0,1,100,5,12,1,0,0,0,0,6,0
Nicolas Haas,Empoli,63,MF,1,1.4,63,4,15,36,12,1,0,0,,0,,35,141,35,0,1,0,0,41,4
Samuele Perisan,Empoli,33,GK,0,1,33,32,33,0,0,0,0,0,,0,,13,61,53,0,0,0,0,12,0
Liam Henderson,Empoli,5,MF,0,0.8,5,0,0,4,1,0,0,0,,0,,3,24,1,0,0,0,0,3,0
Petar Stojanović,Empoli,,"DF,MF",,0.3,,,,,,,,,,,,,,,,,,,,
Emmanuel Ekong,Empoli,4,FW,0,0.2,4,0,0,3,1,1,3,0,0,2,66.7,4,36,1,0,0,0,0,4,1
Giacomo Corona,Empoli,2,FW,0,0.1,2,0,0,1,1,0,0,0,,0,,0,0,0,0,0,0,0,0,0
Andrea Sodero,Empoli,1,MF,0,0.1,1,0,0,0,1,0,0,0,,0,,1,4,3,0,0,0,0,1,1
Alberto Dossena,Cagliari,1720,DF,22,34.4,1720,270,930,748,55,35,8,5,62.5,3,37.5,774,3763,2159,9,6,0,10,849,2
Antoine Makoumbou,Cagliari,1423,MF,30,33.3,1423,62,338,847,254,11,36,21,58.3,9,25,869,4766,2042,37,26,1,30,993,52
Gabriele Zappa,Cagliari,1670,DF,30,31.1,1670,72,559,730,392,33,27,9,33.3,16,59.3,816,3989,2014,35,29,2,8,948,84
Simone Scuffet,Cagliari,995,GK,0,31,995,830,991,4,0,0,0,0,,0,,426,2401,1456,0,0,0,0,349,0
Tommaso Augello,Cagliari,1544,DF,21,28.2,1544,97,529,625,408,9,29,15,51.7,12,41.4,692,3963,2135,62,34,1,8,772,99
Nahitan Nández,Cagliari,1142,"MF,DF",40,26.6,1143,40,229,476,463,45,49,28,57.1,17,34.7,557,3433,1808,57,22,10,37,656,89
Zito Luvumbo,Cagliari,646,"FW,MF",69,23.3,646,2,50,186,427,123,86,30,34.9,40,46.5,463,3510,1983,85,43,45,47,499,181
Matteo Prati,Cagliari,945,MF,15,21.9,945,33,217,574,164,22,9,4,44.4,5,55.6,407,1611,701,8,9,1,7,522,17
Alessandro Deiola,Cagliari,700,MF,10,19.7,700,42,175,376,153,24,10,5,50,3,30,272,1230,473,9,5,0,15,369,21
Ibrahim Sulemana,Cagliari,617,MF,18,17.6,617,32,175,338,115,7,18,9,50,8,44.4,302,1710,691,15,9,1,16,330,14
Nicolas Viola,Cagliari,723,"MF,FW",37,14.3,724,7,74,309,350,34,38,16,42.1,18,47.4,380,1947,822,22,19,8,23,478,68
Gaetano Oristanio,Cagliari,426,"FW,MF",41,14,426,7,53,181,204,36,60,32,53.3,23,38.3,269,2053,798,25,21,9,44,270,76
Gianluca Lapadula,Cagliari,261,FW,21,13.9,262,7,23,97,145,67,9,4,44.4,3,33.3,143,651,237,8,6,7,8,189,63
Adam Obert,Cagliari,587,DF,9,13.6,587,61,256,281,52,3,5,3,60,1,20,283,1533,857,14,6,1,2,322,5
Yerry Mina,Cagliari,712,DF,10,13.5,713,138,448,249,18,5,3,2,66.7,1,33.3,337,1925,1068,4,0,0,0,364,3
Andrea Petagna,Cagliari,328,FW,31,13.1,328,8,26,153,153,39,17,11,64.7,4,23.5,180,923,264,11,8,3,23,256,56
Mateusz Wieteska,Cagliari,561,DF,5,13.1,561,76,291,250,25,7,5,3,60,2,40,300,1727,1105,16,2,0,3,340,1
Paulo Azzi,Cagliari,620,"DF,MF",14,12.3,620,30,166,249,216,19,28,13,46.4,11,39.3,295,2243,1398,47,39,5,5,328,42
Pantelis Hatzidiakos,Cagliari,505,DF,6,11.8,505,50,229,237,43,8,3,1,33.3,2,66.7,245,1072,581,3,7,1,3,289,7
Eldor Shomurodov,Cagliari,364,"FW,MF",47,11.6,364,4,33,164,174,46,28,10,35.7,16,57.1,191,1087,348,12,13,7,19,246,52
Edoardo Goldaniga,Cagliari,648,DF,7,11.2,648,70,314,293,44,5,0,0,,0,,318,1757,1217,9,6,0,0,386,3
Jakub Jankto,Cagliari,338,"MF,FW",12,10.9,338,21,77,141,122,21,3,1,33.3,2,66.7,166,773,339,12,10,2,3,186,48
Boris Radunović,Cagliari,238,GK,1,10.7,238,202,237,1,0,0,0,0,,0,,113,608,366,0,0,0,0,86,0
Gianluca Gaetano,Cagliari,327,"FW,MF",17,8.3,328,5,22,162,154,19,30,10,33.3,14,46.7,179,1122,473,17,14,6,15,214,42
Leonardo Pavoletti,Cagliari,232,FW,25,7.9,232,8,16,105,111,42,0,0,,0,,103,182,59,1,0,1,5,186,40
Alessandro Di Pardo,Cagliari,214,"DF,MF",1,5.4,214,12,59,84,72,3,6,1,16.7,5,83.3,99,480,223,6,2,0,4,106,19
Marco Mancosu,Cagliari,83,"MF,FW",3,2.5,84,0,9,44,31,4,6,3,50,3,50,51,221,99,4,2,0,3,58,11
Gastón Pereiro,Cagliari,,"FW,MF",,0.8,,,,,,,,,,,,,,,,,,,,
Kingstone Mutandwa,Cagliari,22,"FW,MF",3,0.4,22,2,4,12,7,2,3,1,33.3,2,66.7,10,53,28,1,1,0,0,12,2
Simone Aresti,Cagliari,2,GK,0,0,2,2,2,0,0,0,0,0,,0,,1,11,11,0,0,0,0,0,0
Arthur Desmas,Le Havre,1020,GK,1,33,1020,830,1014,6,0,0,0,0,,0,,644,3883,2466,0,0,0,0,376,0
Gautier Lloris,Le Havre,1733,DF,9,32.9,1733,266,915,752,75,34,10,4,40,5,50,1187,5795,2971,13,14,0,2,1077,5
Arouna Sangante,Le Havre,1827,DF,19,30.9,1827,193,760,863,224,35,17,11,64.7,4,23.5,1163,6282,2969,20,23,2,15,1045,27
Christopher Operi,Le Havre,1864,DF,30,28.2,1864,93,589,763,527,15,55,29,52.7,21,38.2,1105,5656,2139,31,49,2,23,998,111
Daler Kuzyaev,Le Havre,1246,MF,31,26,1246,43,252,602,398,51,23,12,52.2,8,34.8,925,4289,1656,23,32,6,15,853,97
Abdoulaye Touré,Le Havre,1502,MF,37,25.4,1504,77,385,946,194,17,42,29,69,12,28.6,1107,5683,2425,22,37,2,28,1006,25
Josué Casimir,Le Havre,1022,"FW,DF",43,24.3,1022,30,219,437,391,49,64,23,35.9,37,57.8,675,4753,1870,59,35,22,25,618,138
Etienne Youte Kinkoue,Le Havre,1172,DF,8,23.6,1172,228,658,491,31,13,2,1,50,1,50,793,4033,1886,12,2,0,2,727,3
Yassine Kechta,Le Havre,1180,MF,24,22.8,1180,32,226,667,305,27,35,10,28.6,22,62.9,904,4854,2233,41,42,7,19,838,67
Loïc Nego,Le Havre,784,"DF,MF",15,19.5,784,27,149,367,281,30,33,13,39.4,18,54.5,537,2909,1344,30,36,4,9,480,102
Emmanuel Sabbi,Le Havre,628,"FW,MF",44,18.7,630,17,106,260,272,61,60,20,33.3,37,61.7,438,2526,1057,38,16,16,22,402,101
Yoann Salmier,Le Havre,926,DF,10,18.4,926,101,413,432,88,19,8,5,62.5,3,37.5,575,3006,1489,8,16,0,4,511,8
Mohamed Lamine Bayo,Le Havre,477,FW,35,15.9,479,11,31,205,245,77,39,17,43.6,20,51.3,325,1611,585,18,16,14,24,346,115
André Ayew,Le Havre,389,FW,25,13.2,389,12,45,181,168,49,28,16,57.1,10,35.7,255,1466,501,14,10,5,20,273,65
Oussama Targhalline,Le Havre,813,MF,7,12.8,813,30,197,497,135,3,16,7,43.8,7,43.8,630,3975,1794,27,32,0,5,591,15
Nabil Alioui,Le Havre,485,"MF,FW",23,12.1,485,6,50,224,221,33,38,15,39.5,21,55.3,340,1958,846,22,20,7,17,328,72
Antoine Joujou,Le Havre,399,"FW,MF",24,10.9,399,10,53,128,228,41,53,19,35.8,31,58.5,299,2262,1090,35,21,16,26,278,82
Samuel Grandsir,Le Havre,373,"MF,FW",12,8.3,374,2,39,141,197,24,24,7,29.2,16,66.7,285,1909,743,22,23,8,10,274,68
Oualid El Hajjam,Le Havre,289,"DF,MF",8,7.4,289,9,96,133,64,10,5,4,80,1,20,191,1013,460,7,5,0,1,169,27
Rassoul Ndiaye,Le Havre,328,"MF,FW",8,6.3,328,13,81,188,65,2,14,8,57.1,6,42.9,233,1243,502,7,8,0,6,207,16
Steve Ngoura,Le Havre,83,"FW,MF",12,3.4,83,3,6,37,41,12,4,3,75,1,25,62,305,100,3,3,1,2,59,19
Mathieu Gorgelin,Le Havre,21,GK,0,3,21,15,21,0,0,0,0,0,,0,,16,66,38,0,0,0,0,13,0
Andy Logbo,Le Havre,79,FW,16,2.8,79,4,9,36,35,12,5,4,80,1,20,55,290,57,1,0,1,7,46,7
Issa Soumaré,Le Havre,98,"FW,MF",11,2.6,98,4,8,49,43,6,11,3,27.3,4,36.4,63,406,143,4,5,1,2,71,18
Mohamed Koné,Le Havre,,GK,,1,,,,,,,,,,,,,,,,,,,,
Alois Confais,Le Havre,11,"MF,FW",0,0.5,11,0,1,9,1,0,0,0,,0,,6,35,12,0,0,0,0,4,0
Nolan Mbemba,Le Havre,40,MF,1,0.4,40,0,4,26,10,0,0,0,,0,,31,193,93,0,1,0,0,31,1
Simon Ebonog,Le Havre,24,MF,0,0.2,24,2,5,18,1,0,0,0,,0,,16,71,20,0,0,0,0,17,0
Kandet Diawara,Le Havre,,FW,,0.1,,,,,,,,,,,,,,,,,,,,
Matìas Soulé,Frosinone,2009,"FW,MF",98,36.1,2015,18,194,907,947,102,225,102,45.3,101,44.9,1240,8342,3968,115,117,35,77,1478,211
Caleb Okoli,Frosinone,2074,DF,20,35.7,2074,252,1086,932,68,22,5,2,40,3,60,1089,6303,3646,22,9,2,4,1203,4
Enzo Barrenechea,Frosinone,2213,MF,20,33.1,2213,104,622,1408,205,13,18,8,44.4,8,44.4,1005,4013,1526,10,12,0,16,1385,24
Simone Romagnoli,Frosinone,1733,DF,4,32.2,1733,393,1076,620,42,23,0,0,,0,,706,3315,1598,2,2,0,0,934,2
Stefano Turati,Frosinone,1137,GK,0,31.5,1137,1021,1131,6,0,0,0,0,,0,,708,3772,2137,0,0,0,0,623,0
Marco Brescianini,Frosinone,1056,MF,39,28.4,1056,46,239,533,294,57,43,22,51.2,19,44.2,575,3132,1453,46,32,15,44,722,100
Luca Mazzitelli,Frosinone,1581,MF,22,27.2,1581,76,341,958,294,34,18,11,61.1,6,33.3,773,3395,1244,18,16,1,22,1082,53
Walid Cheddira,Frosinone,624,FW,72,25.7,625,12,33,284,312,100,37,12,32.4,23,62.2,375,1933,791,31,14,22,36,486,139
Pol Lirola,Frosinone,874,DF,11,19.8,874,45,294,403,184,13,13,6,46.2,7,53.8,393,2267,1306,30,20,1,9,486,59
Ilario Monterisi,Frosinone,1136,DF,4,19.7,1136,146,607,457,76,12,9,5,55.6,4,44.4,590,2370,1220,4,5,0,3,731,18
Francesco Gelli,Frosinone,914,"MF,DF",34,19,914,32,181,426,319,24,42,13,31,20,47.6,508,2902,1400,42,25,10,14,586,87
Anthony Oyono,Frosinone,769,DF,23,15.6,769,45,233,357,185,16,27,12,44.4,13,48.1,392,2206,1202,35,19,7,11,424,39
Riccardo Marchizza,Frosinone,644,DF,9,14.4,644,38,229,262,154,16,8,3,37.5,5,62.5,306,1138,561,6,3,1,1,372,39
Nadir Zortea,Frosinone,724,DF,30,14,724,31,160,296,273,21,38,17,44.7,18,47.4,337,1877,863,31,18,5,15,398,71
Emanuele Valeri,Frosinone,702,DF,16,13.1,702,42,174,275,263,28,37,12,32.4,24,64.9,285,1804,1000,38,26,6,7,342,61
Abdou Harroui,Frosinone,563,"MF,FW",28,13.1,564,11,79,276,220,32,44,19,43.2,21,47.7,308,2227,1221,43,31,8,7,378,56
Reinier,Frosinone,528,"MF,FW",22,12.2,528,10,67,256,211,33,18,9,50,8,44.4,269,1249,524,10,7,1,15,348,42
Michele Cerofolini,Frosinone,226,GK,0,10.8,226,186,224,2,0,0,0,0,,0,,112,640,423,0,0,0,0,99,0
Kaio Jorge,Frosinone,243,FW,23,10.2,245,0,9,118,123,43,18,5,27.8,13,72.2,140,577,183,6,6,4,9,160,46
Luca Garritano,Frosinone,283,"MF,DF",8,7.6,283,13,75,119,91,12,5,0,0,5,100,141,736,310,6,2,1,2,173,23
Arijon Ibrahimović,Frosinone,285,"FW,DF",17,6.6,285,4,36,119,135,19,13,4,30.8,7,53.8,187,905,374,10,7,7,7,215,54
Jaime Báez,Frosinone,248,"FW,MF",11,6.4,248,5,31,110,111,14,10,5,50,3,30,143,892,431,12,6,2,11,174,39
Marvin Cuni,Frosinone,198,FW,26,6.2,198,1,12,92,97,24,14,3,21.4,8,57.1,107,481,132,6,5,2,15,146,45
Giuseppe Caso,Frosinone,178,"FW,MF",15,6.1,178,1,11,54,120,13,36,15,41.7,18,50,129,952,451,15,14,6,10,141,37
Mateus Lusuardi,Frosinone,176,DF,1,4.4,176,13,57,99,20,1,1,1,100,0,0,93,505,257,2,3,0,1,115,0
Mehdi Bourabia,Frosinone,129,MF,8,3.8,129,5,34,70,26,2,1,0,0,1,100,66,250,78,1,1,0,0,80,8
Kevin Bonifazi,Frosinone,172,DF,1,3.6,172,21,87,76,9,1,2,1,50,0,0,92,485,236,2,1,0,2,112,1
Demba Seck,Frosinone,141,"FW,MF",7,3.3,141,1,11,60,72,13,13,4,30.8,7,53.8,89,661,318,11,9,6,3,98,23
Giorgi Kvernadze,Frosinone,49,"FW,DF",4,2.1,49,0,8,22,19,1,5,3,60,2,40,29,206,49,0,1,0,3,37,6
Farés Ghedjemis,Frosinone,84,"FW,MF",5,2,84,2,14,29,44,11,7,2,28.6,5,71.4,47,360,119,7,2,5,2,59,19
Gennaro Borrelli,Frosinone,1,FW,0,1,1,0,0,0,1,0,1,0,0,0,0,1,11,2,1,0,0,0,1,1
Karlo Lulić,Frosinone,14,MF,0,0.5,14,0,2,10,2,0,0,0,,0,,10,49,15,1,1,0,0,9,0
Luigi Canotto,Frosinone,4,FW,0,0.2,4,0,2,2,0,0,1,1,100,0,0,5,9,4,0,0,0,2,3,1
Przemysław Szymiński,Frosinone,3,MF,0,0.1,3,1,3,0,0,0,0,0,,0,,1,6,0,0,0,0,0,0,0
Rubén Alcaraz,Cádiz,1968,MF,28,34.8,1970,91,470,1193,328,28,23,10,43.5,11,47.8,997,4688,1909,27,27,3,27,1135,37
Jeremías Ledesma,Cádiz,1261,GK,1,33.9,1261,992,1248,17,0,0,2,2,100,0,0,652,4356,3096,0,0,0,0,421,0
Chris Ramos,Cádiz,896,"FW,MF",95,29,896,51,100,323,479,136,69,18,26.1,44,63.8,431,1951,701,31,24,21,53,645,102
Isaac Carcelen,Cádiz,1425,DF,19,29,1425,98,432,647,351,11,22,13,59.1,9,40.9,563,2560,1250,25,29,1,19,671,70
Fali,Cádiz,1307,DF,6,28.3,1307,191,647,615,52,18,5,3,60,1,20,643,3354,2047,16,8,0,2,696,10
Javi Hernández ,Cádiz,1571,DF,30,27.9,1571,112,509,669,412,29,32,13,40.6,17,53.1,685,3932,2182,40,44,6,13,760,57
Roberto Navarro,Cádiz,1040,"MF,FW",60,21.7,1040,14,144,437,491,48,116,54,46.6,55,47.4,659,4823,2530,81,69,15,37,673,119
Víctor Chust,Cádiz,1223,DF,7,21.7,1223,147,647,552,28,13,2,1,50,1,50,693,3929,1732,10,2,0,1,742,2
Gonzalo Escalante,Cádiz,907,MF,17,18.9,907,50,221,549,141,19,7,3,42.9,4,57.1,397,1557,679,4,9,0,12,511,14
Iván Alejo,Cádiz,701,MF,54,18.8,701,27,139,241,335,21,61,24,39.3,31,50.8,401,2974,1399,48,41,1,28,418,104
Rubén Sobrino,Cádiz,780,"MF,FW",39,18.4,780,24,162,346,279,38,41,16,39,23,56.1,416,2197,979,27,26,5,28,470,78
Lucas,Cádiz,1020,DF,22,18.1,1020,54,306,447,275,14,32,15,46.9,14,43.8,487,2549,1130,30,19,3,18,513,65
Roger Martí,Cádiz,503,FW,47,15.1,503,7,33,263,216,53,10,3,30,6,60,309,1260,390,7,15,2,20,354,64
